idx,flight_id,start,end,fuel_kg,flight_date,aircraft_type,takeoff,landed,origin_icao,origin_name,destination_icao,destination_name,ICAO_TYPE_CODE,aircraft,mtow,mlw,oew,mfc,vmo,mmo,ceiling,pax_max,pax_low,pax_high,fuselage_length,fuselage_height,fuselage_width,wing_area,wing_span,wing_mac,wing_sweep,wing_t/c,flaps_type,flaps_area,flaps_bf/b,flaps_cf/c,flaps_Sf/S,cruise_mach,cruise_range,engine_type,engine_mount,engine_default,drag_cd0,drag_k,drag_e,drag_gears,fuel_fuel_coef,limits_MTOW,limits_MLW,limits_OEW,limits_MFC,limits_VMO,limits_MMO,limits_ceiling,clean_e,origin_longitude,origin_latitude,origin_elevation,origin_RWY_1_HEADING_a,origin_RWY_1_HEADING_b,origin_RWY_1_LENGTH,origin_RWY_2_HEADING_a,origin_RWY_2_HEADING_b,origin_RWY_2_LENGTH,origin_RWY_3_HEADING_a,origin_RWY_3_HEADING_b,origin_RWY_3_LENGTH,origin_RWY_4_HEADING_a,origin_RWY_4_HEADING_b,origin_RWY_4_LENGTH,origin_RWY_5_HEADING_a,origin_RWY_5_HEADING_b,origin_RWY_5_LENGTH,origin_RWY_6_HEADING_a,origin_RWY_6_HEADING_b,origin_RWY_6_LENGTH,origin_RWY_7_HEADING_a,origin_RWY_7_HEADING_b,origin_RWY_7_LENGTH,origin_RWY_8_HEADING_a,origin_RWY_8_HEADING_b,origin_RWY_8_LENGTH,destination_longitude,destination_latitude,destination_elevation,destination_RWY_1_HEADING_a,destination_RWY_1_HEADING_b,destination_RWY_1_LENGTH,destination_RWY_2_HEADING_a,destination_RWY_2_HEADING_b,destination_RWY_2_LENGTH,destination_RWY_3_HEADING_a,destination_RWY_3_HEADING_b,destination_RWY_3_LENGTH,destination_RWY_4_HEADING_a,destination_RWY_4_HEADING_b,destination_RWY_4_LENGTH,destination_RWY_5_HEADING_a,destination_RWY_5_HEADING_b,destination_RWY_5_LENGTH,destination_RWY_6_HEADING_a,destination_RWY_6_HEADING_b,destination_RWY_6_LENGTH,destination_RWY_7_HEADING_a,destination_RWY_7_HEADING_b,destination_RWY_7_LENGTH,destination_RWY_8_HEADING_a,destination_RWY_8_HEADING_b,destination_RWY_8_LENGTH,LF1,LF2,parked_fraction,takeoff_fraction,climb_fraction,cruise_fraction,descent_fraction,approach_fraction,landing_fraction,taxiing_fraction,takeoff_delta,landing_delta,mean_time_in_air,segment_duration_s,segment_distance_km,mean_vertical_rate,starting_altitude,ending_altitude,altitude_difference,std_vertical_rate,mean_track,std_track,num_trajectory_points,points_per_second
130770,prc801673031,2025-08-13 00:21:21.461,2025-08-13 00:26:22.757,82.553744,2025-08-12,A20N,2025-08-12 21:14:56,2025-08-13 03:42:16,SEGU,Guayaquil International Airport,KJFK,New York John F. Kennedy International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.176,0.17,0.78,6300.0,turbofan,wing,PW1127G-JM,0.017,0.038,0.807,0.017,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,0.7969999999999984,-79.883598,-2.15742,20.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,-73.779317,40.639447,13.0,121.0,301.0,4423.0,31.0,211.0,3682.0,121.0,301.0,3048.0,31.0,211.0,2560.0,121.0,301.0,4423.0,121.0,301.0,4423.0,121.0,301.0,4423.0,121.0,301.0,4423.0,0.2288721746501676,0.2122934805753328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,186.42434999999998,195.88738333333333,188.93515,301.296,70.0562517698295,0.0,36000.0,36000.0,0.0,0.0,0.0,0.0,2.0,0.006637990547501461
130656,prc801634812,2025-08-12 19:07:28.499,2025-08-12 19:13:03.520,200.0,2025-08-12,A320,2025-08-12 18:06:17,2025-08-12 21:02:13,KMCO,Orlando International Airport,MROC,San Jose Juan Santamaria International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.176,0.17,0.78,5000.0,turbofan,wing,CFM56-5B4,0.018,0.039,0.799,0.017,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,0.7969999999999984,-81.30899810791016,28.429399490356445,96.0,179.0,359.0,3659.0,179.0,359.0,3659.0,179.0,359.0,3048.0,179.0,359.0,2744.0,179.0,359.0,3659.0,179.0,359.0,3659.0,179.0,359.0,3659.0,179.0,359.0,3659.0,-84.208801,9.99386,3048.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,0.6345713487354245,0.2584730861964897,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.191649999999996,109.15799999999999,63.983491666666666,335.021,65.66425037005463,-25.14285714285714,38986.0,38998.0,12.0,3.2324881425670755,192.4418627388535,1.870405958914584,2.0,0.005969775029028031
46472,prc778422595,2025-05-13 18:49:17.732,2025-05-13 18:57:00.856,115.212368,2025-05-13,A320,2025-05-13 16:05:43,2025-05-13 19:14:33,SKBO,Bogota El Dorado International Airport,MMUN,Cancun International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.176,0.17,0.78,5000.0,turbofan,wing,CFM56-5B4,0.018,0.039,0.799,0.017,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,0.7969999999999984,-74.1469,4.70159,8360.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,-86.874304,21.039444,22.0,125.0,305.0,3500.0,125.0,305.0,2800.0,125.0,305.0,3500.0,125.0,305.0,3500.0,125.0,305.0,3500.0,125.0,305.0,3500.0,125.0,305.0,3500.0,125.0,305.0,3500.0,0.3797241835983997,0.1498653839875728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,163.57886666666667,17.535733333333333,167.43823333333333,463.124,88.16063071435535,-416.0,21000.0,14900.0,-6100.0,28.798530724688497,230.6314672129958,9.384133737389233,2.0,0.0043184978537065665
56708,prc780243621,2025-05-21 03:23:05.861,2025-05-21 03:28:06.025,127.00576,2025-05-21,B738,2025-05-21 01:05:20,2025-05-21 04:51:15,LTAU,Kayseri Erkilet International Airport,EDDK,Cologne Bonn Airport,B738,Boeing 737-800,79000.0,66300.0,41400.0,26000.0,340.0,0.82,12500.0,189.0,162.0,189.0,39.47,3.73,3.73,124.6,34.32,4.17,25.0,0.1072799999999997,double-slotted,21.330173226772125,0.6,0.15,0.15,0.789,3700.0,turbofan,wing,CFM56-7B26,0.019,0.042,0.799,0.017,2.68531655,79000.0,66300.0,41400.0,26000.0,340.0,0.82,12500.0,0.7969999999999984,35.4953994751,38.770401001,3463.0,71.0,251.0,3000.0,71.0,251.0,3000.0,71.0,251.0,3000.0,71.0,251.0,3000.0,71.0,251.0,3000.0,71.0,251.0,3000.0,71.0,251.0,3000.0,71.0,251.0,3000.0,7.14274,50.865898,302.0,136.0,316.0,3815.0,63.0,243.0,2459.0,136.0,316.0,1863.0,136.0,316.0,3815.0,136.0,316.0,3815.0,136.0,316.0,3815.0,136.0,316.0,3815.0,136.0,316.0,3815.0,0.5,0.2122934805753328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,137.76435,83.14958333333334,140.26571666666666,300.164,66.57411181396999,10.324324324324325,38000.0256,38000.0256,0.0,42.95347334280635,294.7292823250899,0.14559744182448103,592.0,1.9722551671752775
96191,prc790749061,2025-07-01 15:25:47.666,2025-07-01 15:29:49.093,398.253776,2025-07-01,A359,2025-07-01 11:16:08,2025-07-01 21:18:10,YSSY,Sydney Kingsford Smith Airport,ZSPD,Shanghai Pudong International Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.15,0.15,0.85,15000.0,turbofan,wing,Trent XWB-84,0.022,0.043,0.783,0.013,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,0.7969999999999984,151.177002,-33.946098,21.0,155.0,335.0,3962.0,62.0,242.0,2530.0,155.0,335.0,2438.0,155.0,335.0,3962.0,155.0,335.0,3962.0,155.0,335.0,3962.0,155.0,335.0,3962.0,155.0,335.0,3962.0,121.805,31.1434,13.0,168.0,348.0,4000.0,168.0,348.0,3800.0,168.0,348.0,3800.0,168.0,348.0,3400.0,168.0,348.0,4000.0,168.0,348.0,4000.0,168.0,348.0,4000.0,168.0,348.0,4000.0,0.2102796747833742,0.2122934805753328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,249.66109999999998,348.34845,251.67299166666666,241.427,59.23911594332256,0.0,37999.0,38004.0,5.0,0.0,326.4574098289745,0.01300505235722545,2.0,0.008284077588670696
35724,prc776535926,2025-05-06 03:38:48.632,2025-05-06 04:08:43.809,1814.368,2025-05-06,A320,2025-05-06 02:13:38,2025-05-06 04:57:20,KRSW,Southwest Florida International Airport,KBOS,Boston Logan International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.176,0.17,0.78,5000.0,turbofan,wing,CFM56-5B4,0.018,0.039,0.799,0.017,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,0.7969999999999984,-81.75520324707031,26.53619956970215,29.0,54.0,234.0,3658.0,54.0,234.0,3658.0,54.0,234.0,3658.0,54.0,234.0,3658.0,54.0,234.0,3658.0,54.0,234.0,3658.0,54.0,234.0,3658.0,54.0,234.0,3658.0,-71.0079,42.36197,19.0,135.0,315.0,3073.0,20.0,200.0,3050.0,20.0,200.0,2397.0,77.0,257.0,2134.0,125.0,305.0,1524.0,135.0,315.0,779.0,135.0,315.0,3073.0,135.0,315.0,3073.0,0.3728448275862069,0.2122934805753328,0.0,0.0,0.0014853323431117712,0.9985146676568882,0.0,0.0,0.0,0.0,85.1772,48.60318333333333,100.13700833333334,1795.177,455.757787273115,0.6891942072038618,34999.8792,35024.872800000005,24.993600000001607,60.13593201823809,28.947643427043445,8.563540320617495,2693.0,1.5001306277876778
112357,prc795603944,2025-07-20 18:53:34.358,2025-07-20 18:59:25.812,163.29312,2025-07-20,B738,2025-07-20 15:54:14,2025-07-20 19:14:08,LTFJ,Istanbul Sabiha Gokcen International Airport,EDDK,Cologne Bonn Airport,B738,Boeing 737-800,79000.0,66300.0,41400.0,26000.0,340.0,0.82,12500.0,189.0,162.0,189.0,39.47,3.73,3.73,124.6,34.32,4.17,25.0,0.1072799999999997,double-slotted,21.330173226772125,0.6,0.15,0.15,0.789,3700.0,turbofan,wing,CFM56-7B26,0.019,0.042,0.799,0.017,2.68531655,79000.0,66300.0,41400.0,26000.0,340.0,0.82,12500.0,0.7969999999999984,29.3092,40.898602,312.0,58.0,238.0,3000.0,58.0,238.0,3000.0,58.0,238.0,3000.0,58.0,238.0,3000.0,58.0,238.0,3000.0,58.0,238.0,3000.0,58.0,238.0,3000.0,58.0,238.0,3000.0,7.14274,50.865898,302.0,136.0,316.0,3815.0,63.0,243.0,2459.0,136.0,316.0,1863.0,136.0,316.0,3815.0,136.0,316.0,3815.0,136.0,316.0,3815.0,136.0,316.0,3815.0,136.0,316.0,3815.0,0.4625784645098985,0.2122934805753328,0.0,0.0,0.0,0.463519313304721,0.5364806866952789,0.0,0.0,0.0,179.3393,14.703133333333334,182.26808333333332,351.454,57.328474705763504,-530.8612303290415,15000.1224,11900.001600000001,-3100.120799999999,503.5193601193858,226.05320459498208,1.3270181466460325,699.0,1.9888804793799473
82140,prc786499811,2025-06-14 19:45:15.106,2025-06-14 19:57:21.903,1299.087488,2025-06-14,A359,2025-06-14 16:31:58,2025-06-15 02:04:00,ZSPD,Shanghai Pudong International Airport,YSSY,Sydney Kingsford Smith Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.15,0.15,0.85,15000.0,turbofan,wing,Trent XWB-84,0.022,0.043,0.783,0.013,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,0.7969999999999984,121.805,31.1434,13.0,168.0,348.0,4000.0,168.0,348.0,3800.0,168.0,348.0,3800.0,168.0,348.0,3400.0,168.0,348.0,4000.0,168.0,348.0,4000.0,168.0,348.0,4000.0,168.0,348.0,4000.0,151.177002,-33.946098,21.0,155.0,335.0,3962.0,62.0,242.0,2530.0,155.0,335.0,2438.0,155.0,335.0,3962.0,155.0,335.0,3962.0,155.0,335.0,3962.0,155.0,335.0,3962.0,155.0,335.0,3962.0,0.4682095994789011,0.2122934805753328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,193.2851,366.63495,199.34174166666665,726.797,189.99752577364555,0.0,35008.0,35004.0,-4.0,0.0,0.0,0.0,2.0,0.00275180002118886
37164,prc776757339,2025-05-07 02:31:14.996,2025-05-07 02:36:19.872,90.7184,2025-05-07,A20N,2025-05-07 00:05:52,2025-05-07 04:35:39,MSLP,San Salvador International Airport,KJFK,New York John F. Kennedy International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.176,0.17,0.78,6300.0,turbofan,wing,PW1127G-JM,0.017,0.038,0.807,0.017,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,0.7969999999999984,-89.055702,13.4409,87.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,-73.779317,40.639447,13.0,121.0,301.0,4423.0,31.0,211.0,3682.0,121.0,301.0,3048.0,31.0,211.0,2560.0,121.0,301.0,4423.0,121.0,301.0,4423.0,121.0,301.0,4423.0,121.0,301.0,4423.0,0.4451522973464341,0.2081289205972078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,145.38326666666666,119.3188,147.92389999999997,304.876,72.344459258548,-4.854700854700854,34988.0,34974.0,-14.0,47.34769402462874,38.39733804357643,0.09440264976538719,468.0,1.5350503155381205
109135,prc794548374,2025-07-16 15:09:31.168,2025-07-16 15:14:30.908,100.0,2025-07-16,A320,2025-07-16 13:38:11,2025-07-16 16:29:17,MROC,San Jose Juan Santamaria International Airport,KMCO,Orlando International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.176,0.17,0.78,5000.0,turbofan,wing,CFM56-5B4,0.018,0.039,0.799,0.017,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,0.7969999999999984,-84.208801,9.99386,3048.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,71.0,251.0,3011.0,-81.30899810791016,28.429399490356445,96.0,179.0,359.0,3659.0,179.0,359.0,3659.0,179.0,359.0,3048.0,179.0,359.0,2744.0,179.0,359.0,3659.0,179.0,359.0,3659.0,179.0,359.0,3659.0,179.0,359.0,3659.0,0.7708525658032954,0.2508645350641882,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91.33613333333332,74.7682,93.83396666666665,299.74,67.3302180166169,0.0,38000.0,37987.0,-13.0,0.0,0.0,0.0,2.0,0.006672449456195369
125791,prc800396329,2025-08-08 03:02:15.435,2025-08-08 03:07:18.949,45.3592,2025-08-08,A20N,2025-08-08 00:33:52,2025-08-08 04:23:54,MSLP,San Salvador International Airport,KIAD,Washington Dulles International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.176,0.17,0.78,6300.0,turbofan,wing,PW1127G-JM,0.017,0.038,0.807,0.017,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,0.7969999999999984,-89.055702,13.4409,87.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,-77.455803,38.9445,312.0,1.0,181.0,3505.0,1.0,181.0,3505.0,111.0,291.0,3201.0,1.0,181.0,2865.0,1.0,181.0,3505.0,1.0,181.0,3505.0,1.0,181.0,3505.0,1.0,181.0,3505.0,0.5190633489514725,0.2201754257281093,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,148.39058333333332,76.58418333333334,150.91986666666665,303.514,74.42460885311093,2.3736263736263754,36968.0,37018.0,50.0,60.02883257671677,28.903512012270863,16.114874784909606,546.0,1.7989285502480938
77910,prc785270987,2025-06-10 04:38:47.655,2025-06-10 04:39:33.217,8.618248,2025-06-10,A20N,2025-06-10 04:06:01,2025-06-10 10:02:53,CYUL,Montreal Pierre Elliott Trudeau Airport,SKBO,Bogota El Dorado International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.176,0.17,0.78,6300.0,turbofan,wing,PW1127G-JM,0.017,0.038,0.807,0.017,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,0.7969999999999984,-73.742294,45.467837,120.0,57.0,237.0,3353.0,57.0,237.0,3014.0,57.0,237.0,3353.0,57.0,237.0,3353.0,57.0,237.0,3353.0,57.0,237.0,3353.0,57.0,237.0,3353.0,57.0,237.0,3353.0,-74.1469,4.70159,8360.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,134.0,314.0,3800.0,0.3776790750141003,0.1638850928509182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.77758333333333,323.3297166666667,33.157266666666665,45.562,9.503996049618902,45.21739130434783,35900.0,36000.0,100.0,51.56620114776956,184.72663177816818,3.285271634268517,92.0,2.019226548439489
62271,prc781644883,2025-05-26 21:16:23.885,2025-05-26 21:20:24.897,438.623464,2025-05-26,A359,2025-05-26 16:30:36,2025-05-27 03:44:46,ZSPD,Shanghai Pudong International Airport,NZAA,Auckland Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.15,0.15,0.85,15000.0,turbofan,wing,Trent XWB-84,0.022,0.043,0.783,0.013,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,0.7969999999999984,121.805,31.1434,13.0,168.0,348.0,4000.0,168.0,348.0,3800.0,168.0,348.0,3800.0,168.0,348.0,3400.0,168.0,348.0,4000.0,168.0,348.0,4000.0,168.0,348.0,4000.0,168.0,348.0,4000.0,174.786331,-37.01199,23.0,51.0,231.0,3535.0,51.0,231.0,3535.0,51.0,231.0,3535.0,51.0,231.0,3535.0,51.0,231.0,3535.0,51.0,231.0,3535.0,51.0,231.0,3535.0,51.0,231.0,3535.0,0.4125174027175745,0.2122934805753328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,285.7980833333333,384.3517166666667,287.80651666666665,241.012,59.81167361357164,0.0,35008.0,35009.0,1.0,0.0,0.0,0.0,2.0,0.008298341991270145
72562,prc784314701,2025-06-06 07:26:22.815,2025-06-06 07:31:58.941,181.0,2025-06-06,A320,2025-06-06 04:52:53,2025-06-06 09:18:26,MSLP,San Salvador International Airport,KJFK,New York John F. Kennedy International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.176,0.17,0.78,5000.0,turbofan,wing,CFM56-5B4,0.018,0.039,0.799,0.017,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,0.7969999999999984,-89.055702,13.4409,87.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,70.0,250.0,3200.0,-73.779317,40.639447,13.0,121.0,301.0,4423.0,31.0,211.0,3682.0,121.0,301.0,3048.0,31.0,211.0,2560.0,121.0,301.0,4423.0,121.0,301.0,4423.0,121.0,301.0,4423.0,121.0,301.0,4423.0,0.4451522973464341,0.2081289205972078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,153.49691666666666,106.45098333333334,156.29796666666667,336.126,96.437093313008,-0.6934984520123839,37000.0,37000.0,0.0,47.92369155837153,32.01872854573599,0.0837699591093207,646.0,1.921898335743144
101954,prc792471118,2025-07-08 14:51:17.369,2025-07-08 14:59:17.940,700.346048,2025-07-08,B789,2025-07-08 11:50:26,2025-07-08 22:06:06,YMML,Melbourne Airport,ZSPD,Shanghai Pudong International Airport,B789,Boeing 787-9,254000.0,193000.0,128000.0,126400.0,515.0,0.9,13100.0,420.0,260.0,290.0,62.81,5.94,5.77,377.0,60.12,6.27,32.2,0.094,single-slotted,23.054240740740678,0.7597639681818493,0.15,0.15,0.85,14000.0,turbofan,wing,Trent 1000-K2,0.022,0.042,0.783,0.014,3.0298933656539075,254000.0,193000.0,128000.0,126400.0,515.0,0.9,13100.0,0.7969999999999984,144.836432,-37.661548,434.0,160.0,340.0,3657.0,83.0,263.0,2286.0,160.0,340.0,3657.0,160.0,340.0,3657.0,160.0,340.0,3657.0,160.0,340.0,3657.0,160.0,340.0,3657.0,160.0,340.0,3657.0,121.805,31.1434,13.0,168.0,348.0,4000.0,168.0,348.0,3800.0,168.0,348.0,3800.0,168.0,348.0,3400.0,168.0,348.0,4000.0,168.0,348.0,4000.0,168.0,348.0,4000.0,168.0,348.0,4000.0,0.4253631904326159,0.2122934805753328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,180.85615,426.80100000000004,184.86090833333336,480.571,127.78115733303137,0.0,36000.0,36000.0,0.0,0.0,0.0,0.0,2.0,0.004161715958724101
18509,prc773466365,2025-04-23 18:53:02.731,2025-04-23 18:58:02.558,100.0,2025-04-23,A320,2025-04-23 15:41:39,2025-04-23 19:02:00,MMMM,Morelia International Airport,KLAX,Los Angeles International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.176,0.17,0.78,5000.0,turbofan,wing,CFM56-5B4,0.018,0.039,0.799,0.017,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,0.7969999999999984,-101.025002,19.849899,6033.0,47.0,227.0,3408.0,47.0,227.0,3408.0,47.0,227.0,3408.0,47.0,227.0,3408.0,47.0,227.0,3408.0,47.0,227.0,3408.0,47.0,227.0,3408.0,47.0,227.0,3408.0,-118.407997,33.942501,127.0,83.0,263.0,3939.0,83.0,263.0,3382.0,83.0,263.0,3318.0,83.0,263.0,2721.0,83.0,263.0,3939.0,83.0,263.0,3939.0,83.0,263.0,3939.0,83.0,263.0,3939.0,0.4886508592286868,0.2065661992217708,0.0,0.0,0.0,0.03913894324853229,0.8512720156555773,0.1095890410958904,0.0,0.0,191.39551666666665,3.9573666666666667,193.89407500000002,299.827,42.13548630142933,-897.6908023483365,6389.0,2287.0,-4102.0,414.185056553348,265.91309467569374,97.41001933739584,511.0,1.7043161556497581
77742,prc785210096,2025-06-10 02:48:35.759,2025-06-10 02:50:27.433,54.0,2025-06-09,A20N,2025-06-09 21:26:03,2025-06-10 03:21:41,SEGU,Guayaquil International Airport,KJFK,New York John F. Kennedy International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.176,0.17,0.78,6300.0,turbofan,wing,PW1127G-JM,0.017,0.038,0.807,0.017,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,0.7969999999999984,-79.883598,-2.15742,20.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,33.0,213.0,2684.0,-73.779317,40.639447,13.0,121.0,301.0,4423.0,31.0,211.0,3682.0,121.0,301.0,3048.0,31.0,211.0,2560.0,121.0,301.0,4423.0,121.0,301.0,4423.0,121.0,301.0,4423.0,121.0,301.0,4423.0,0.2288721746501676,0.2122934805753328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,322.5459833333333,31.226116666666666,323.4766,111.674,29.609728397058397,-1.2743362831858407,39000.0,39000.0,0.0,31.740735720883613,32.82934429708116,2.084481331698285,226.0,2.0237476941812775
