,idx,fuel_kg,mtow,mlw,oew,mfc,vmo,mmo,ceiling,pax_max,pax_low,pax_high,fuselage_length,fuselage_height,fuselage_width,wing_area,wing_span,wing_mac,wing_sweep,wing_t/c,flaps_area,flaps_bf/b,flaps_lambda_f,flaps_cf/c,flaps_Sf/S,cruise_height,cruise_mach,cruise_range,engine_number,drag_cd0,drag_k,drag_e,drag_gears,fuel_fuel_coef,limits_MTOW,limits_MLW,limits_OEW,limits_MFC,limits_VMO,limits_MMO,limits_ceiling,engine_options_A318-111,engine_options_A318-112,engine_options_A318-121,engine_options_A318-122,clean_cd0,clean_k,clean_e,clean_gears,segment_duration_s,segment_distance_km,mean_dist_to_origin_km,mean_dist_to_dest_km,takeoff_fraction,climb_fraction,cruise_fraction,descent_fraction,approach_fraction
engine_number,0.056037743566231986,0.1233935973619949,0.21429010033003723,0.1797311787821628,0.18497039148998878,0.19640399031571862,0.0064170524228348794,0.17586292573749102,0.2819629696693858,0.2563171229317424,0.3716967129536293,0.3447295592482342,0.140292983473618,0.2792753626668827,0.15400277780754784,0.16394005144472495,0.1099107531694749,0.3182936372841324,0.24456042567189867,-0.1393751715911041,0.4798842596561938,-0.1739158670708095,-0.0057090100279314875,0.22228189887148747,-0.09117063221758599,,0.11145254519746343,0.08006178994622602,1.0,0.06894759717951163,0.3305486298257732,0.13037146130209576,-0.023551268855652514,-0.014702768443484332,0.21429010033003723,0.17973117878216283,0.1849703914899887,0.19640399031571867,0.0064170524228348725,0.17586292573749096,0.28196296966938567,,,,,,-0.0030948122209298475,-0.013590376788919837,,0.023724855809966312,0.0124687789166251,0.006752451713888105,0.08441565849095417,-0.0011999476747446335,0.03795277296199416,-0.022015212421392823,0.0023445882269387463,-0.007584745172388587
drag_cd0,-0.042491331624103436,0.5042439243986849,0.8371407452716452,0.8415108912015956,0.8281812837051062,0.814962705651987,-0.2055628502511244,0.712211974438906,0.6510851560888253,0.8254862113017907,0.8303352850057206,0.8389498642122873,0.8621960141764888,0.7569435567527599,0.7926124058270811,0.8145135393981078,0.8065346824854464,0.7497852477298129,0.7404040773696773,-0.6012230032183337,0.3371164336038992,-0.3100941314644426,-0.015397976745810862,-0.7012291188157251,-0.7568210306272688,,0.7501090363451797,0.699874719467183,0.06894759717951163,1.0,0.8502184934235851,-0.9246574037363215,-0.6865031148181738,0.2592403143728682,0.8371407452716453,0.8415108912015954,0.828181283705106,0.814962705651987,-0.20556285025112436,0.7122119744389059,0.6510851560888252,,,,,,-0.018272630668395778,-0.1300972325241101,,0.2282724304768993,0.12063398468643637,0.5187489180154451,0.4791108960588274,-0.013345841881536903,-0.05995230111250862,0.10918609143418577,-0.08148921056424416,-0.04606505353244741
drag_k,-0.1267524627234309,0.5044381155701861,0.860904437862432,0.8506103827720747,0.845686547213804,0.83539717265807,0.04647983785368477,0.8185057296943695,0.8251341645966526,0.8462449221562492,0.8867079365290665,0.8701359704215439,0.8571340853805424,0.8168366153017805,0.81811240910842,0.8491999004971815,0.8156263556603555,0.7694680384574613,0.8406586490997662,-0.7765274971857901,0.5829025267938793,-0.5472067404825843,-0.0006731261782761638,-0.7327450639933457,-0.8754347967774188,,0.8379858157399744,0.7203355443535511,0.3305486298257732,0.8502184934235851,1.0,-0.6056947264900827,-0.7441187499091511,0.27401011513264006,0.8609044378624319,0.8506103827720743,0.8456865472138037,0.8353971726580699,0.046479837853684834,0.8185057296943693,0.8251341645966523,,,,,,-0.0274803071880892,0.006084986688024736,,0.23468222394226587,0.11949728669132548,0.5243107565324466,0.5273166799576273,-0.014891387063885507,-0.052626764250795724,0.11774664590634806,-0.09069880511573852,-0.0642366780136017
drag_e,-0.009977054996174718,-0.3941659205146519,-0.6166980369527377,-0.6306204894601269,-0.6113116655619465,-0.5977767560206857,0.40326647805827276,-0.44680900893819947,-0.35148564202921845,-0.607316334886082,-0.5957576365314701,-0.6228912602706451,-0.6632406631599383,-0.5139471813869902,-0.5713154054896022,-0.5895630797937013,-0.59807441246178,-0.5512939851291324,-0.4772038450517403,0.3144156896986085,-0.07533846523920373,0.15145964022584718,0.03246928438723539,0.5492121899990756,0.5364215747329686,,-0.4987330581030789,-0.48050075555542726,0.13037146130209576,-0.9246574037363215,-0.6056947264900827,1.0,0.4595904977759324,-0.18705145558742223,-0.616698036952738,-0.6306204894601275,-0.6113116655619468,-0.5977767560206853,0.403266478058273,-0.4468090089381995,-0.3514856420292186,,,,,,0.01429553808925953,0.21941286064766755,,-0.16722998271284387,-0.0941310882853036,-0.3725584413129821,-0.3042940787026061,0.01148471567106326,0.04569557641373606,-0.07491095417015348,0.05485333303574915,0.02584563840903236
drag_gears,0.1309059059281897,-0.44989423453423333,-0.9112001699920845,-0.9193753686288577,-0.9274744560388377,-0.9204229601527076,-0.2979815264721342,-0.9455450861687912,-0.8667274049743148,-0.8922795079919683,-0.817714242036485,-0.8014833861916283,-0.9109098002756726,-0.9247891718784174,-0.947849676438305,-0.9525254679217984,-0.9595694311426021,-0.767020655687753,-0.9430701492483465,0.8574812682769134,-0.3984114464018139,0.36338496321329045,-0.013523080423135188,0.8271743476996258,0.8441051160204832,,-0.9633741351794338,-0.9569077365488633,-0.023551268855652514,-0.6865031148181738,-0.7441187499091511,0.4595904977759324,1.0,-0.5310729479847114,-0.9112001699920845,-0.9193753686288577,-0.9274744560388379,-0.9204229601527079,-0.2979815264721343,-0.9455450861687912,-0.8667274049743149,,,,,,0.02767757026046611,-0.13224616167903902,,-0.23741326120192596,-0.12130456711829428,-0.6437277498347266,-0.6348423926883051,0.01087192566345941,0.09584140514685295,-0.1567592687720429,0.11354377741069988,0.057015605259915364
fuel_fuel_coef,-0.1659958522943206,0.18585740778149007,0.465054252684255,0.49810301870694557,0.48358406936993165,0.556883998303165,0.4108933076418545,0.49251411944342177,0.25786783022889936,0.49859712911139387,0.2904008642088058,0.27972966221093715,0.4518760088827297,0.5017842233580224,0.5354806540534714,0.48898327210385806,0.5342437812817961,0.6397637229436539,0.504107950952226,-0.28408672118196754,0.30769809004453097,-0.5164750765893051,-0.06950762541286816,-0.5296188569365546,-0.539487746329838,,0.4749474192974846,0.5128414109898942,-0.014702768443484332,0.2592403143728682,0.27401011513264006,-0.18705145558742223,-0.5310729479847114,1.0,0.46505425268425493,0.49810301870694557,0.48358406936993165,0.5568839983031649,0.41089330764185455,0.492514119443422,0.25786783022889936,,,,,,-0.013191724980780641,0.24623125757247336,,0.0654620888430881,0.04532186217157844,0.27234128595304896,0.21373434733760316,-0.00741285434627238,-0.06682968405132675,0.09024589451652869,-0.06272596930378185,-0.018415288419411386
limits_MTOW,-0.09946736478394556,0.5649570368874068,1.0,0.9985288212280955,0.9985990467648003,0.9925918803632935,0.17292433108618518,0.9644471798690246,0.9164552124999279,0.9954375882259078,0.9663125371311291,0.9618152296055231,0.9923759988040232,0.9843107805864887,0.9897331339463221,0.9922266442344887,0.9855460878128066,0.9119123109242439,0.9778592012913251,-0.8760846121757676,0.6108383388939773,-0.32171214467263376,-0.010355842747667569,-0.7492033651183346,-0.840505792730649,,0.9656443505167921,0.9547523191317457,0.21429010033003723,0.8371407452716453,0.8609044378624319,-0.616698036952738,-0.9112001699920845,0.46505425268425493,1.0,0.9985288212280955,0.9985990467648004,0.9925918803632935,0.17292433108618513,0.9644471798690248,0.9164552124999279,,,,,,-0.026010363948971698,0.062160868340304126,,0.27670819353464254,0.1373239428901683,0.6434575968986161,0.6367589879696912,-0.011549026131997537,-0.08748170394965292,0.1450397654282393,-0.1059474266202005,-0.052995883948332545
limits_MLW,-0.10303415771096863,0.5589039620391721,0.9985288212280955,1.0,0.9989219163642574,0.9953137521728715,0.18357082131207145,0.9643790519643586,0.9022204643365448,0.9944436574897582,0.9531482986768697,0.9489304753415573,0.993642270322892,0.9822558482066278,0.9929975844223317,0.9934214647972601,0.9907165738912372,0.9149804770811937,0.9767050331587599,-0.8671509898567523,0.5879879040717325,-0.33139266948848284,-0.014192011085392475,-0.7684383175197821,-0.8489961947424334,,0.9673695003581685,0.9590983126078654,0.17973117878216283,0.8415108912015954,0.8506103827720743,-0.6306204894601275,-0.9193753686288577,0.49810301870694557,0.9985288212280955,1.0,0.9989219163642574,0.9953137521728715,0.18357082131207142,0.9643790519643588,0.9022204643365452,,,,,,-0.02584352153410321,0.06596145687855265,,0.2727519982302108,0.13673878546656626,0.6439781868566405,0.633205207292804,-0.011713697968663934,-0.08999247351754656,0.14721829452482915,-0.10699890600676734,-0.05279879333046619
limits_OEW,-0.10284848356252242,0.5563666062511687,0.9985990467648004,0.9989219163642574,1.0,0.9935656610622996,0.18480448171739536,0.9687280031528718,0.9136060704424741,0.9931790353327453,0.9559673911531574,0.9516290823689794,0.9929828861440396,0.985768215806384,0.9941679023410437,0.9962882757793207,0.9926120105258708,0.9029303248877459,0.9806021497279251,-0.877150816181688,0.5827939558665624,-0.3198697392093004,-0.005074868414904812,-0.7637656979834679,-0.844390852103142,,0.9721213629567371,0.9668548704406735,0.1849703914899887,0.828181283705106,0.8456865472138037,-0.6113116655619468,-0.9274744560388379,0.48358406936993165,0.9985990467648004,0.9989219163642574,1.0,0.9935656610622996,0.1848044817173953,0.9687280031528719,0.913606070442474,,,,,,-0.027481525111926502,0.06807393883688917,,0.2742823040763978,0.13549740829473716,0.6485421897119653,0.6405724195711572,-0.011362467852478852,-0.09037548469133719,0.14810089423619033,-0.10781760445638576,-0.053091140356168215
limits_MFC,-0.10928787383143869,0.5491716763998815,0.9925918803632935,0.9953137521728715,0.9935656610622996,1.0,0.2037624782053758,0.9608974144595398,0.8849932675931153,0.9922699155515978,0.9384151389195193,0.9314066617995149,0.9812368299471755,0.9830592886181405,0.9930234563309694,0.9884902004098264,0.9878680831516399,0.9395428886143771,0.9754265224468949,-0.8462698589060413,0.6132438121023789,-0.3598903671046478,-0.010188278348916363,-0.761673173090448,-0.8475522007833857,,0.9595322566875863,0.9562955412056198,0.19640399031571867,0.814962705651987,0.8353971726580699,-0.5977767560206853,-0.9204229601527079,0.5568839983031649,0.9925918803632935,0.9953137521728715,0.9935656610622996,1.0,0.20376247820537574,0.9608974144595404,0.884993267593115,,,,,,-0.0291983607260442,0.08171290304726266,,0.26671837518056546,0.13194566402877744,0.6385102178227742,0.6218161691176092,-0.01105976217069887,-0.0897130464777617,0.14609456166127563,-0.10666853389182128,-0.050916502372464124
limits_VMO,-0.11697985778000494,0.02764429628874369,0.17292433108618513,0.18357082131207142,0.1848044817173953,0.20376247820537574,1.0,0.39982976646525503,0.3567224324704459,0.17358397987712104,0.04722731950105881,0.0075655587672037545,0.1384826747938531,0.26492835024044425,0.2506755466982374,0.20067920041307977,0.22094122676743613,0.20214519978232776,0.339303526246948,-0.46701598853008786,0.3080035426916177,-0.1617457023473685,0.010460039404421405,-0.23846546829490328,-0.24164706085089027,,0.33630258072811675,0.3071109454371149,0.0064170524228348725,-0.20556285025112436,0.046479837853684834,0.403266478058273,-0.2979815264721343,0.41089330764185455,0.17292433108618513,0.18357082131207142,0.1848044817173953,0.20376247820537574,1.0,0.39982976646525503,0.3567224324704458,,,,,,-0.014193327446408461,0.34924386929058016,,0.026045695569947548,-0.0027747326611609656,0.1213109331090955,0.2124334795595614,-0.0030992677886824073,-0.03712887466695601,0.06394617474769355,-0.04799846005498153,-0.023595998521001155
limits_MMO,-0.12814145226519208,0.5188945277898082,0.9644471798690248,0.9643790519643588,0.9687280031528719,0.9608974144595404,0.39982976646525503,1.0,0.9584301484573041,0.9524735999172345,0.9028291098486271,0.8868258456242465,0.9507517827745933,0.9762577193922355,0.9787239502752776,0.9752898545481398,0.9716186855049999,0.8539933535147882,0.9944625391155462,-0.9489337257569299,0.6071602268224139,-0.33579906541267524,-0.0005326606507111264,-0.7703571243811563,-0.8467010290032889,,0.9923176495604165,0.9685915567000605,0.17586292573749096,0.7122119744389059,0.8185057296943693,-0.4468090089381995,-0.9455450861687912,0.492514119443422,0.9644471798690248,0.9643790519643588,0.9687280031528719,0.9608974144595404,0.39982976646525503,1.0,0.9584301484573041,,,,,,-0.027905987045680467,0.1482330246787693,,0.2640267606830223,0.12736109426463407,0.636946738972501,0.6554553789293205,-0.011439019300080665,-0.09103114236259859,0.15349402443211416,-0.1123684953059025,-0.058240302807720544
limits_ceiling,-0.10676843076331906,0.5169839049765941,0.9164552124999279,0.9022204643365452,0.913606070442474,0.884993267593115,0.3567224324704458,0.9584301484573041,1.0,0.8956942487990036,0.9117119301616459,0.8956602401020946,0.8957311995122162,0.929619702340036,0.9096709812338597,0.9192960322836378,0.8964008936570809,0.7541383319613658,0.9504208148173715,-0.9769951269213215,0.6527964185428851,-0.23790279463016037,0.005430671373123934,-0.6528134699569323,-0.7613331653807304,,0.9459889182326495,0.9053381837542028,0.28196296966938567,0.6510851560888252,0.8251341645966523,-0.3514856420292186,-0.8667274049743149,0.25786783022889936,0.9164552124999279,0.9022204643365452,0.913606070442474,0.884993267593115,0.3567224324704458,0.9584301484573041,1.0,,,,,,-0.02527060180929411,0.12582677648383092,,0.27218601712662727,0.1280267866963535,0.6070346567579221,0.652399664436301,-0.010320338668952211,-0.07690075429217982,0.13896380001894182,-0.1030806524819705,-0.05932395716304002
engine_options_A318-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
engine_options_A318-112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
engine_options_A318-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
engine_options_A318-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_cd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_k,-0.03836721641268795,0.008424465456378634,-0.026010363948971698,-0.02584352153410321,-0.027481525111926502,-0.0291983607260442,-0.014193327446408461,-0.027905987045680467,-0.02527060180929411,-0.021088089903361626,-0.015836622932106238,-0.02087634741049661,-0.017717285276825107,-0.040543009747830434,-0.035283282027011524,-0.028244098116610213,-0.03178393801739884,-0.027759203343995155,-0.028067561162673324,0.01890240793962422,-0.015712951658812976,-0.09445019447421873,0.003615685819480012,-0.03674130835178885,-0.036190225006756484,,-0.0185333971124149,-0.031066157380158048,-0.0030948122209298475,-0.018272630668395778,-0.0274803071880892,0.01429553808925953,0.02767757026046611,-0.013191724980780641,-0.026010363948971698,-0.02584352153410321,-0.027481525111926502,-0.0291983607260442,-0.014193327446408461,-0.027905987045680467,-0.02527060180929411,,,,,,1.0,0.890870806374748,,0.03610956128227933,0.013268917345647589,-0.023033942864676433,-0.028236680322389473,-0.00017765573257205175,0.014316414865141432,-0.04044342161462382,0.048946342297957454,-0.002898279932047239
clean_e,-0.12814462817989242,0.03600550089215386,0.062160868340304126,0.06596145687855265,0.06807393883688917,0.08171290304726266,0.34924386929058016,0.1482330246787693,0.12582677648383092,0.06516276369238974,0.010840801678156969,-0.005681814604451871,0.05215028210386563,0.08745381314559725,0.091465026661516,0.07944254417754701,0.08491746614054176,0.0826945092685137,0.12630260751548586,-0.17292935981039578,0.17353535905390613,-0.22081090247504878,0.005440095101365341,-0.15974918009355593,-0.15744427324296215,,0.1359187286395323,0.1189326073309002,-0.013590376788919837,-0.1300972325241101,0.006084986688024736,0.21941286064766755,-0.13224616167903902,0.24623125757247336,0.062160868340304126,0.06596145687855265,0.06807393883688917,0.08171290304726266,0.34924386929058016,0.1482330246787693,0.12582677648383092,,,,,,0.890870806374748,1.0,,0.05862833395092115,0.019763630608163964,0.04947853924483139,0.05853676044606326,-0.0010165604549136763,-0.005493413422233586,-0.00665196134495748,0.022772531492433884,-0.01368953209966201
clean_gears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment_duration_s,-0.12584506157837358,0.8109849067072092,0.27670819353464254,0.2727519982302108,0.2742823040763978,0.26671837518056546,0.026045695569947548,0.2640267606830223,0.27218601712662727,0.26873960934777497,0.2749179489424773,0.2783590007952651,0.27322497733996143,0.2626360324962967,0.2674283702120451,0.2693236360208923,0.2647735414048096,0.23911653100566002,0.2611619945270353,-0.26661909749122836,0.21623543871602252,-0.04532173694187654,0.012705537874851281,-0.19531351437203728,-0.20954600045885347,,0.26452285914692486,0.2602964259088501,0.023724855809966312,0.2282724304768993,0.23468222394226587,-0.16722998271284387,-0.23741326120192596,0.0654620888430881,0.27670819353464254,0.2727519982302108,0.2742823040763978,0.26671837518056546,0.026045695569947548,0.2640267606830223,0.27218601712662727,,,,,,0.03610956128227933,0.05862833395092115,,1.0,0.42190096728022114,0.24024164237920612,0.19695871748454763,-0.0066409254886324745,0.0660991118824954,-0.04998052699958707,0.042608187408503875,-0.050259830689388156
segment_distance_km,-0.08409619379348758,0.36389330609832227,0.1373239428901683,0.13673878546656626,0.13549740829473716,0.13194566402877744,-0.0027747326611609656,0.12736109426463407,0.1280267866963535,0.13263615336581105,0.13456367812459918,0.13749788414929542,0.13645848979891612,0.12919935704284755,0.1320342501599404,0.13482638074834144,0.13174513352966297,0.11610867579338258,0.1272985894254653,-0.12772473270561094,0.09600297657990074,-0.02492329898001681,-0.20746589628466056,-0.09755402947016595,-0.10605307290572197,,0.1290634628877699,0.12371070650080677,0.0124687789166251,0.12063398468643637,0.11949728669132548,-0.0941310882853036,-0.12130456711829428,0.04532186217157844,0.1373239428901683,0.13673878546656626,0.13549740829473716,0.13194566402877744,-0.0027747326611609656,0.12736109426463407,0.1280267866963535,,,,,,0.013268917345647589,0.019763630608163964,,0.42190096728022114,1.0,0.11111904923498568,0.08426411417660877,-0.004824972592283164,0.03739984936408805,-0.025529106489452374,0.022167323594474597,-0.03249285877271309
mean_dist_to_origin_km,-0.06910022347671112,0.3782334121033048,0.6434575968986161,0.6439781868566405,0.6485421897119653,0.6385102178227742,0.1213109331090955,0.636946738972501,0.6070346567579221,0.6285040145054112,0.6024870902079091,0.6016140778192701,0.6438961518806979,0.631431761028791,0.64914690076364,0.6531288446555694,0.6532211524943495,0.5443697313798977,0.6338300935078428,-0.5942527013209064,0.3382457131068043,-0.16778734585479288,0.029138235592659968,-0.526957106217298,-0.542497330533812,,0.6484395453151617,0.6481692326840172,0.006752451713888105,0.5187489180154451,0.5243107565324466,-0.3725584413129821,-0.6437277498347266,0.27234128595304896,0.6434575968986161,0.6439781868566405,0.6485421897119653,0.6385102178227742,0.1213109331090955,0.636946738972501,0.6070346567579221,,,,,,-0.023033942864676433,0.04947853924483139,,0.24024164237920612,0.11111904923498568,1.0,0.049335025208475006,-0.016685310066619784,-0.1352378530697402,0.08152703175142256,-0.011787759961320863,0.02675115254574119
mean_dist_to_dest_km,-0.0669900601116718,0.39260054326796995,0.6367589879696912,0.633205207292804,0.6405724195711572,0.6218161691176092,0.2124334795595614,0.6554553789293205,0.652399664436301,0.6216033079396601,0.6104836919445195,0.6046820836932459,0.6312495522605042,0.6377501010878488,0.6399885017207099,0.6454220071763052,0.6400896234311044,0.5160277513382191,0.6488771788958603,-0.643850640278053,0.35145456138357506,-0.14996160152239185,0.04211267543881852,-0.4986665455069766,-0.5351597681312426,,0.6579525762820032,0.6488972338967277,0.08441565849095417,0.4791108960588274,0.5273166799576273,-0.3042940787026061,-0.6348423926883051,0.21373434733760316,0.6367589879696912,0.633205207292804,0.6405724195711572,0.6218161691176092,0.2124334795595614,0.6554553789293205,0.652399664436301,,,,,,-0.028236680322389473,0.05853676044606326,,0.19695871748454763,0.08426411417660877,0.049335025208475006,1.0,0.014297788604058403,0.008274702884273212,0.15723780166436274,-0.18402813925177325,-0.10499768300484849
takeoff_fraction,-0.002170748417009348,-0.0066249004644613925,-0.011549026131997537,-0.011713697968663934,-0.011362467852478852,-0.01105976217069887,-0.0030992677886824073,-0.011439019300080665,-0.010320338668952211,-0.011032715395950899,-0.010300430208311237,-0.010242506605216218,-0.012049969568781533,-0.01080658097896281,-0.01133199398341481,-0.011633457928660275,-0.0115220286736024,-0.00999058966346975,-0.011501348523071551,0.010912873655632564,-0.006287559246442335,0.009738154099283303,0.0009655626799028157,0.012607258290046199,0.013531137246338617,,-0.011890519739020135,-0.009064541993489125,-0.0011999476747446335,-0.013345841881536903,-0.014891387063885507,0.01148471567106326,0.01087192566345941,-0.00741285434627238,-0.011549026131997537,-0.011713697968663934,-0.011362467852478852,-0.01105976217069887,-0.0030992677886824073,-0.011439019300080665,-0.010320338668952211,,,,,,-0.00017765573257205175,-0.0010165604549136763,,-0.0066409254886324745,-0.004824972592283164,-0.016685310066619784,0.014297788604058403,1.0,0.10173408392700276,-0.09155498294470556,-0.002522625464141709,-0.0012211933144831424
climb_fraction,0.005606912015559421,0.005749218115878983,-0.08748170394965292,-0.08999247351754656,-0.09037548469133719,-0.0897130464777617,-0.03712887466695601,-0.09103114236259859,-0.07690075429217982,-0.0869752827912788,-0.07260199765777493,-0.07330544804014898,-0.09203480373374662,-0.08677558839843073,-0.09345166964661886,-0.09148864935715398,-0.09535414032427722,-0.07256704783873874,-0.08777288249014098,0.0821677607753907,-0.029515786957766528,0.0143528797199169,0.00688773230419176,0.08403270768166081,0.07453647563901394,,-0.09316279249687702,-0.10185473064102035,0.03795277296199416,-0.05995230111250862,-0.052626764250795724,0.04569557641373606,0.09584140514685295,-0.06682968405132675,-0.08748170394965292,-0.08999247351754656,-0.09037548469133719,-0.0897130464777617,-0.03712887466695601,-0.09103114236259859,-0.07690075429217982,,,,,,0.014316414865141432,-0.005493413422233586,,0.0660991118824954,0.03739984936408805,-0.1352378530697402,0.008274702884273212,0.10173408392700276,1.0,-0.606983442862636,-0.01043606729679972,-0.011594736857294537
cruise_fraction,-0.0051342770318752355,0.048945906058581144,0.1450397654282393,0.14721829452482915,0.14810089423619033,0.14609456166127563,0.06394617474769355,0.15349402443211416,0.13896380001894182,0.14231086554989128,0.1280194510561758,0.1268254823595021,0.1485356762417203,0.14304889643746982,0.15035442931599838,0.15117687406192898,0.153468355800056,0.11735628902458929,0.149676759148372,-0.14694653397937307,0.05959798023957783,-0.06614452159677557,-0.0106118857190529,-0.14972679915885548,-0.1456043272236263,,0.1578109098116813,0.15724022411799646,-0.022015212421392823,0.10918609143418577,0.11774664590634806,-0.07491095417015348,-0.1567592687720429,0.09024589451652869,0.1450397654282393,0.14721829452482915,0.14810089423619033,0.14609456166127563,0.06394617474769355,0.15349402443211416,0.13896380001894182,,,,,,-0.04044342161462382,-0.00665196134495748,,-0.04998052699958707,-0.025529106489452374,0.08152703175142256,0.15723780166436274,-0.09155498294470556,-0.606983442862636,1.0,-0.6929661790042345,-0.4246200299137069
descent_fraction,-0.005388420136105911,-0.05032027944468474,-0.1059474266202005,-0.10699890600676734,-0.10781760445638576,-0.10666853389182128,-0.04799846005498153,-0.1123684953059025,-0.1030806524819705,-0.10359834367836013,-0.09514090933571474,-0.09375246881621081,-0.10605758985829083,-0.10460903596527954,-0.1086467186780639,-0.10992137982361655,-0.11090967788060876,-0.08717496160313008,-0.11025509095756068,0.10883106349757307,-0.04752696770262244,0.06013144311017887,0.00738423814006083,0.11149819861316404,0.11142497218951859,,-0.11529221295251753,-0.11148614910028021,0.0023445882269387463,-0.08148921056424416,-0.09069880511573852,0.05485333303574915,0.11354377741069988,-0.06272596930378185,-0.1059474266202005,-0.10699890600676734,-0.10781760445638576,-0.10666853389182128,-0.04799846005498153,-0.1123684953059025,-0.1030806524819705,,,,,,0.048946342297957454,0.022772531492433884,,0.042608187408503875,0.022167323594474597,-0.011787759961320863,-0.18402813925177325,-0.002522625464141709,-0.01043606729679972,-0.6929661790042345,1.0,0.08120273864750963
approach_fraction,0.014189948023024928,-0.049331438097101124,-0.052995883948332545,-0.05279879333046619,-0.053091140356168215,-0.050916502372464124,-0.023595998521001155,-0.058240302807720544,-0.05932395716304002,-0.05079656941946918,-0.051405557814885906,-0.049560951145080606,-0.054600450724173626,-0.05130507521089339,-0.05258137291774789,-0.05567597273524122,-0.05370505043480166,-0.03735374828163486,-0.05717710579077916,0.061650492441860945,-0.02505647780791404,0.044493101852260464,0.00372472711224255,0.061111282369654865,0.06571969215476468,,-0.06098502375474183,-0.05228457426573995,-0.007584745172388587,-0.04606505353244741,-0.0642366780136017,0.02584563840903236,0.057015605259915364,-0.018415288419411386,-0.052995883948332545,-0.05279879333046619,-0.053091140356168215,-0.050916502372464124,-0.023595998521001155,-0.058240302807720544,-0.05932395716304002,,,,,,-0.002898279932047239,-0.01368953209966201,,-0.050259830689388156,-0.03249285877271309,0.02675115254574119,-0.10499768300484849,-0.0012211933144831424,-0.011594736857294537,-0.4246200299137069,0.08120273864750963,1.0
