origin_icao,destination_icao,average_load_factor
SCEL,KATL,0.5130023640661938
SCEL,KMIA,0.2875830564784053
SCEL,YSSY,0.5
SEGU,EHAM,0.5
SEGU,KJFK,0.22887217465016768
SEGU,SAEZ,0.11487434402010262
SEQM,KJFK,0.1778246142456251
SEQM,KMIA,0.31076280041797283
SEQM,MMSM,0.5
SEQM,SAEZ,0.2673957762779704
SEQM,SKBO,0.5
SGAS,SBKP,0.5
SGAS,SKRG,0.5
SKBO,CYUL,0.6529219303271242
SKBO,CYYZ,0.5341443534645217
SKBO,EGLL,0.6240710688557513
SKBO,KBOS,0.5
SKBO,KDFW,0.3643599692570361
SKBO,KIAD,0.4742619362720147
SKBO,KJFK,0.39489850654750147
SKBO,KMCO,0.47341096001187366
SKBO,KMIA,0.3933637284701115
SKBO,KORD,0.4470944911333545
SKBO,KTPA,0.5
SKBO,LEBL,0.46506632649130525
SKBO,LEMD,0.35770552001895284
SKBO,LFPG,0.5977801268498942
SKBO,MMUN,0.3797241835983997
SKBO,MROC,0.5
SKBO,MUHA,0.5
SKBO,SABE,0.5326899444083162
SKBO,SAEZ,0.35406117958471905
SKBO,SBGR,0.5
SKCG,KJFK,0.3418135213072733
SKCL,KJFK,0.275177304964539
SKCL,LEMD,0.4973214285714286
SKPE,KJFK,0.6483850538315389
SKRG,KFLL,0.5
SKRG,KJFK,0.19566881088795582
SKRG,KMCO,0.4864936440677966
SKRG,KMIA,0.4938417472252059
SKRG,LEMD,0.46397515527950306
SKRG,MMUN,0.5
SKRG,SAEZ,0.5
SPJC,EHAM,0.5
SPJC,KATL,0.5
SPJC,KMIA,0.5
SPJC,SBKP,0.5
SUMU,SCEL,0.4333333333333335
SUMU,SKBO,0.5
TJSJ,KBOS,0.292358483224825
TJSJ,KBWI,0.5
TJSJ,LEBL,0.5
TNCB,EHAM,0.41111111111111115
TNCC,EHAM,0.4950657894736842
TTPP,EHAM,0.2806603773584906
UAAA,EGLL,0.35714285714285715
UAAA,EHAM,0.27405247813411093
UAAA,LHBP,0.5
UARR,EDDF,0.5
UATG,EHAM,0.5
UUEE,EBBR,0.6466666666666666
UUEE,UMKK,0.5
VABB,EHAM,0.7134502923976609
VCBI,ZPPP,0.6101694915254238
VGHS,ZUUU,0.5
VGSY,OMDW,0.5
VHHH,EHAM,0.34029850746268664
VHHH,NFFN,0.5
VHHH,OBBI,0.5
VHHH,ZSNB,0.5
VHHH,ZSPD,0.5
VIDP,EDDP,0.5
VIDP,EGLL,0.6600848654104206
VIDP,KEWR,0.5
VIDP,KJFK,0.5
VIDP,OBBI,0.5
VIDP,ZUUU,0.5
VMMC,ZSPD,0.5
VMMC,ZSSS,0.35087719298245607
VOBL,EHAM,0.49731182795698925
VOBL,OEDF,0.5
VOBL,ZUUU,0.5
VOCL,OKKK,0.4166666666666667
VOCL,OMSJ,0.5
VOCL,OTHH,0.5
VRMM,OMDB,0.5
VRMM,ZPPP,0.44726930320150665
VTBD,VTBS,0.5
VTBD,WMKK,0.5
VTBS,EHAM,0.6820276497695851
VTBS,ZSFZ,0.5
VVTS,KSFO,0.4959774318253056
VVTS,LFPG,0.5
VVTS,RJBB,0.5
VVTS,ZSHC,0.5
VVTS,ZSPD,0.6000000000000001
WMKK,EHAM,0.4720593405974119
WMKK,RKSI,0.6140456267971505
WMKK,VIAR,0.3434798187745519
WMKK,VIDP,0.5
WMKK,YPPH,0.5
WSSS,EHAM,0.55982905982906
WSSS,ZPPP,0.5
WSSS,ZSPD,0.5377777777777777
YBBN,RCTP,0.3962974744938194
YBBN,ZSPD,0.5
YMML,RCTP,0.5
YMML,ZSNJ,0.5
YMML,ZSPD,0.42536319043261595
YMML,ZUTF,0.5
YPPH,WMKK,0.5
YSSY,KLAX,0.5205269607843136
YSSY,NZAA,0.5
YSSY,RCTP,0.5
YSSY,SCEL,0.5
YSSY,ZSHC,0.3311475409836066
YSSY,ZSNJ,0.5
YSSY,ZSPD,0.21027967478337423
YSSY,ZUTF,0.5
ZBAA,EHAM,0.5
ZBSJ,RJAA,0.5
ZGBH,ZSPD,0.5
ZGBH,ZSSS,0.5
ZGGG,HECA,0.5
ZGGG,ZPPP,0.5
ZGNN,VTBS,0.5
ZGSZ,EGLL,0.5617311920932004
ZGSZ,LEBL,0.5
ZHCC,EBLG,0.5666666666666667
ZHCC,LHBP,0.19587339737166012
ZLXY,LHBP,0.5
ZLXY,LIMC,0.23330852322288292
ZPPP,WSSS,0.5833333333333334
ZSAM,OMDW,0.5
ZSHC,HECA,0.5
ZSHC,NZAA,0.6846774909058647
ZSHC,RKSI,0.5
ZSJN,VTBS,0.5
ZSNB,LHBP,0.5
ZSNB,VTBS,0.5
ZSNB,ZGSZ,0.5
ZSNJ,RCKH,0.5
ZSPD,CYYZ,0.33800849149036544
ZSPD,EHAM,0.5315815604141
ZSPD,HECA,0.5
ZSPD,KDTW,0.328009828009828
ZSPD,KLAX,0.505235449068225
ZSPD,KSEA,0.5
ZSPD,KSFO,0.5
ZSPD,LEMD,0.46837794170231367
ZSPD,LFML,0.27352980375682734
ZSPD,LFPG,0.21353088403365175
ZSPD,LHBP,0.3805455805455806
ZSPD,LIMC,0.36489270386266087
ZSPD,LIPZ,0.25906021624855763
ZSPD,LIRF,0.2709419921129627
ZSPD,LSGG,0.4537615596100975
ZSPD,NZAA,0.4125174027175745
ZSPD,OERK,0.5
ZSPD,RJCC,0.5119047619047619
ZSPD,RJTT,0.5
ZSPD,RPLL,0.5416666666666666
ZSPD,VHHH,0.6187861760600052
ZSPD,VMMC,0.5886627906976744
ZSPD,VTBS,0.5
ZSPD,WMKK,0.5
ZSPD,WSSS,0.4287202380952382
ZSPD,YBBN,0.5
ZSPD,YMML,0.3917719463114417
ZSPD,YSSY,0.4682095994789011
ZSPD,ZGSZ,0.4920634920634921
ZSPD,ZJHK,0.5
ZSPD,ZJSY,0.42307692307692296
ZSQD,VTBS,0.5
ZSQZ,RPLC,0.5
ZSSS,RJTT,0.5
ZSSS,VMMC,0.4129032258064515
ZSSS,ZGSD,0.5314285714285715
ZSSS,ZGSZ,0.5
ZSWZ,LEMD,0.4453096129122924
ZSYW,RPLC,0.6501406060606061
ZSYW,RPLL,0.3859649122807018
ZUTF,CYVR,0.5
ZUTF,EFHK,0.5
ZUTF,HECA,0.5
ZUTF,LEMD,0.5
ZUTF,NZAA,0.5
ZUTF,OMDB,0.5
ZUTF,RCSS,0.5
ZUTF,VTSP,0.5
ZUTF,YMML,0.5
