,idx,fuel_kg,mtow,mlw,oew,mfc,vmo,mmo,ceiling,pax_max,pax_low,pax_high,fuselage_length,fuselage_height,fuselage_width,wing_area,wing_span,wing_mac,wing_sweep,wing_t/c,flaps_area,flaps_bf/b,flaps_cf/c,flaps_Sf/S,cruise_mach,cruise_range,drag_cd0,drag_k,drag_e,drag_gears,fuel_fuel_coef,limits_MTOW,limits_MLW,limits_OEW,limits_MFC,limits_VMO,limits_MMO,limits_ceiling,clean_e,origin_longitude,origin_latitude,origin_elevation,origin_RWY_1_HEADING_a,origin_RWY_1_HEADING_b,origin_RWY_1_LENGTH,origin_RWY_2_HEADING_a,origin_RWY_2_HEADING_b,origin_RWY_2_LENGTH,origin_RWY_3_HEADING_a,origin_RWY_3_HEADING_b,origin_RWY_3_LENGTH,origin_RWY_4_HEADING_a,origin_RWY_4_HEADING_b,origin_RWY_4_LENGTH,origin_RWY_5_HEADING_a,origin_RWY_5_HEADING_b,origin_RWY_5_LENGTH,origin_RWY_6_HEADING_a,origin_RWY_6_HEADING_b,origin_RWY_6_LENGTH,origin_RWY_7_HEADING_a,origin_RWY_7_HEADING_b,origin_RWY_7_LENGTH,origin_RWY_8_HEADING_a,origin_RWY_8_HEADING_b,origin_RWY_8_LENGTH,destination_longitude,destination_latitude,destination_elevation,destination_RWY_1_HEADING_a,destination_RWY_1_HEADING_b,destination_RWY_1_LENGTH,destination_RWY_2_HEADING_a,destination_RWY_2_HEADING_b,destination_RWY_2_LENGTH,destination_RWY_3_HEADING_a,destination_RWY_3_HEADING_b,destination_RWY_3_LENGTH,destination_RWY_4_HEADING_a,destination_RWY_4_HEADING_b,destination_RWY_4_LENGTH,destination_RWY_5_HEADING_a,destination_RWY_5_HEADING_b,destination_RWY_5_LENGTH,destination_RWY_6_HEADING_a,destination_RWY_6_HEADING_b,destination_RWY_6_LENGTH,destination_RWY_7_HEADING_a,destination_RWY_7_HEADING_b,destination_RWY_7_LENGTH,destination_RWY_8_HEADING_a,destination_RWY_8_HEADING_b,destination_RWY_8_LENGTH,arrival_rwy_heading,arrival_rwy_length,departure_rwy_heading,departure_rwy_length,starting_altitude,ending_altitude,altitude_difference,mean_vertical_rate,std_vertical_rate,mean_track,std_track,num_trajectory_points,points_per_second,takeoff_delta,landing_delta,segment_duration_s,segment_distance_km,mean_dist_to_origin_km,mean_dist_to_dest_km,takeoff_fraction,climb_fraction,cruise_fraction,descent_fraction,approach_fraction,landing_fraction,taxiing_fraction
origin_RWY_5_HEADING_a,-0.012558924688329842,0.12394304194499074,0.2652789168275522,0.2667653407148431,0.26667745375456053,0.2588145318818928,0.1623584403249747,0.2804465913854379,0.26631235955521176,0.2639764646585685,0.24138073194997417,0.23885019173826674,0.26953641169074605,0.2736265673188015,0.27351446638156873,0.2644256300581493,0.2686935906931612,0.22336930013299686,0.2719232437049933,-0.26841339617969895,0.14237456420462255,0.025166055886655353,-0.16717209063630697,-0.17347613739657755,0.2701872356591637,0.28286679714992014,0.18946490047304013,0.16833841745634137,-0.13324234118487285,-0.257904446960719,0.11725924965387939,0.2652789168275522,0.2667653407148431,0.26667745375456053,0.2588145318818928,0.1623584403249747,0.2804465913854379,0.26631235955521176,0.0866334942546709,0.17118617718293466,0.14395653083264812,0.02246183993287473,0.9813864012687149,0.08995500173819514,0.34371644118131545,0.6857445438729117,0.23897059967519066,0.19623233513910202,0.7211703780624122,0.2301288074919172,0.12022756883415622,0.8662148475882326,0.05909292508500965,0.0707976680812945,1.0,0.12428560717553104,0.28057116299676654,0.9402125872142324,0.18290836377887482,0.19797499476391459,0.9813864012687149,0.08995500173819512,0.38433323567592054,0.9813864012687149,0.08995500173819512,0.3971252741804765,0.22403504722751919,-0.3316731877222776,0.13298351953218626,0.1365826596382929,0.06668504749666583,0.03632880824320036,0.018991577140561842,-0.006542000168399549,-0.14781956800922968,0.10796783487438691,0.058426549291050914,0.03207839354073383,0.18757952840743025,0.10145091518852788,0.2109621405303327,0.13730463924680525,0.059562731479084766,0.032152065984849834,0.1488714105534568,0.05587616651241472,0.030369330747332137,0.1365826596382929,0.06668504749666583,0.04271165454437809,0.1365826596382929,0.06668504749666583,0.036889569307685145,0.018103395256936664,0.012508992878404384,-0.03686962874587973,-0.049416937517820704,0.06762060100058476,0.06327670005912393,-0.0067515019323570605,0.004207788056839979,-0.06500167018169485,-0.09869779616041982,-0.051879194821855046,-0.06847596406585871,-0.18075225459785843,0.03677767549627919,0.2461255016150304,0.05803168318759112,-0.01770786238051012,0.03083488530020754,0.23604573594371472,-0.01653279361387079,-0.042824752690832066,0.060566214010123645,-0.06406628668454044,-0.0165163590380679,0.02237496335406747,0.02608177680307356
origin_RWY_5_HEADING_b,0.022339567047667618,0.04244496351873052,0.05234347303218484,0.051042312870363565,0.05314720492031706,0.0296235249389056,-0.06991803040940497,0.03854871762993336,0.05769360980670812,0.04798959691428362,0.07241043491907975,0.07616751951830977,0.06736302910294731,0.046746580585249387,0.04164546191507144,0.053952725104056895,0.05061708731208972,-0.025185421154902618,0.0426352625893819,-0.048803137371845065,-0.11226085774728496,0.07852980824795126,-0.02190794780546329,-0.021558833100050565,0.04875617202092214,0.04676952183197441,0.10945570667236881,0.051366021613497036,-0.1275344296713857,-0.044782268833248616,-0.11299440765833227,0.05234347303218484,0.051042312870363565,0.05314720492031706,0.0296235249389056,-0.06991803040940497,0.03854871762993336,0.05769360980670812,-0.1006258997611043,0.13996971080757462,-0.023996745891448432,-0.1549257104319826,0.12236330440681728,0.9548650184270039,0.04820687951395197,0.06653549778704775,0.5300822524730889,-0.08418725975795191,0.1689961254810192,0.5841605551776589,-0.023020308719408474,0.03914315646471231,0.9082087206603576,-0.1320454438638225,0.12428560717553104,1.0,0.05692792068321612,0.23422635600828032,0.9536529431471046,0.10123673123532857,0.1223633044068172,0.9548650184270039,0.05814214732840277,0.1223633044068172,0.9548650184270039,0.06952889755787305,0.1678229068578835,-0.18773343371297438,-0.12002187331063403,0.0443337467416057,-0.06289476195288074,-0.14839183291527513,0.018644366471285208,-0.03556035401375835,-0.13415757202581316,-0.01852534250352526,-0.06311605721561343,-0.17684749825817467,0.1296324664141019,-0.008739078159674238,0.0017997688884635078,0.037586547943754794,-0.06737210905031114,-0.16813485007545093,0.030709705159872522,-0.06492846768135208,-0.16350743001091622,0.0443337467416057,-0.06289476195288074,-0.16002001668534532,0.0443337467416057,-0.06289476195288074,-0.16015071953713478,0.007640912814831832,-0.028553417743691537,0.005431977774966019,-0.001148001612587623,0.06963049774885484,0.07618117873113363,0.019390030357077453,0.086891713571797,-0.034006510923814695,-0.04011345633912764,-0.05828659228204956,-0.023113991245161183,-0.09627915312172888,-0.11251380973773394,0.144563980641215,0.026965604983197385,-0.000142993070258827,-0.11300488013038167,0.14413521085753273,0.007505672335105814,0.029241870655938057,0.04401711567311586,-0.1306062805325734,-0.04395031359007993,0.0028378809771314206,0.06439145452591807
origin_RWY_5_LENGTH,0.09949841744099386,0.148891271100348,0.3626810921107644,0.36553921136535583,0.3679524076958565,0.3691691045513567,0.14215710808399268,0.37311755947770003,0.335092158991837,0.3632146545969121,0.3319850957311501,0.32527096430789454,0.3604758964912144,0.37278027649139117,0.37717048242753815,0.36865168209214766,0.37680620498804734,0.33965615950783096,0.37302950557364056,-0.32314404421498033,0.19892055157357016,-0.10325528400160577,-0.27979268761361964,-0.2944506501549712,0.36908011631227655,0.3900506445662192,0.25695176488293886,0.24047586280441624,-0.17617011892507428,-0.37504433169030366,0.2375084626968104,0.3626810921107644,0.36553921136535583,0.3679524076958565,0.3691691045513567,0.14215710808399268,0.37311755947770003,0.335092158991837,0.058491355049162266,0.24968724116885596,-0.0623443259637707,0.1257917606283725,0.22079177219437074,0.04255869376633619,0.8306329876830834,0.20071789126123643,0.15539140715841201,0.4370700875874604,0.5268388546004342,0.3640480105581276,0.5625727940823547,0.14329858101523815,0.0019099859195038284,0.47456187019620866,0.28057116299676654,0.05692792068321612,1.0,0.26314248856458894,0.03377872354170708,0.9626301628199169,0.22079177219437074,0.04255869376633616,0.8922365576177536,0.22079177219437074,0.04255869376633616,0.8824183622552508,0.2635081709333024,-0.2876899931445429,-0.035969016285858024,0.07020675529109846,-0.09631421514978698,0.037731986343189694,0.08786471467344477,-0.03289145268817659,0.08222400054935362,0.0193253211975281,-0.08620731593043682,0.051035026799675774,0.10913557520648078,-0.06985769016101358,0.1553927433981582,0.06343645141199422,-0.10666495382404342,0.05249380953611136,0.0413055741122715,-0.10300455337733247,0.03145375581340577,0.07020675529109846,-0.09631421514978698,0.010165235325701167,0.07020675529109846,-0.09631421514978698,0.008003968650772637,-0.022103584542102664,-0.018362699370725346,-0.05821687065466237,-0.046351478122113446,0.0872047468526577,0.07724959919209272,-0.01922155471894365,0.03368314916878911,-0.07141530703933069,-0.0738204028062576,-0.04844677398634251,-0.1527260314103519,-0.16173909159476615,0.27009417631564414,0.2714304527336723,0.03725322975801958,0.005654494747927476,0.2598962991849541,0.27510450180434176,-0.04748216248994685,0.05557278501919818,0.1331895692444072,-0.03808525167670071,-0.037708229904235155,-0.027879046671128956,-0.3187901829022482
origin_RWY_6_HEADING_a,-0.010571877973124392,0.10249460146713422,0.21560596631601664,0.2166410154219791,0.22042834990792895,0.20427000930412959,0.17541926100200542,0.2442116614137242,0.2412652283847074,0.21289467975837784,0.19476096404300847,0.19357379904977248,0.22271077498259673,0.23120950562440762,0.2270768945779707,0.22241601718686252,0.22698858289162577,0.14361187877873055,0.2335661773543679,-0.2503321074342027,0.06591270168863457,0.05549392657862573,-0.13858500149065214,-0.13524127978073597,0.23648965273230396,0.25600693787387996,0.12680282520827027,0.11396894092280971,-0.07718907002108194,-0.23432224672061397,0.07388436509234574,0.21560596631601664,0.2166410154219791,0.22042834990792895,0.20427000930412959,0.17541926100200542,0.2442116614137242,0.2412652283847074,0.05634499256574145,0.1487849721569271,0.1105222823520687,0.03646260397619432,0.9379045377517272,0.20800516972513636,0.3198712589994045,0.6884436380617207,0.23811686616940508,0.1730828706762263,0.7350874899184909,0.23708514342165568,0.09971230707538352,0.8022668780540637,0.16267430112454997,0.04301932399170171,0.9402125872142324,0.23422635600828032,0.26314248856458894,1.0,0.21384376327084156,0.24558675280222292,0.9379045377517273,0.20800516972513636,0.364915279800747,0.9379045377517273,0.20800516972513636,0.3767774521846954,0.22149381472370785,-0.3408618265616823,0.14375764891387988,0.14322650145003346,0.06937884873795001,0.02678789092609585,0.014953454936496897,-0.007025334295346788,-0.1480601578698352,0.10243244476777673,0.057283136933689735,0.014018342263733295,0.19590838920263454,0.10543987262604113,0.19605044253757414,0.14663013125535937,0.06454552939477966,0.02056913957338343,0.15436302858850862,0.06012632161442116,0.016174302407518926,0.14322650145003346,0.06937884873795001,0.03197687111491975,0.14322650145003346,0.06937884873795001,0.026380292441841476,0.006284574849768909,-0.01428683009023759,-0.03337777053676595,-0.04619154545459727,0.11134096147962941,0.11517527696823995,0.015130272215927944,0.0174687833318858,-0.08404385075814759,-0.10554440800227687,-0.06290750070432141,-0.07248241881482516,-0.18863803442904625,-0.011267319176855467,0.25733808653457907,0.04781168322890075,-0.021064287919978154,-0.013815320179715021,0.2452255943569834,-0.01288950164833814,-0.040200878050292176,0.06710507285651432,-0.08578229694529185,-0.046874924834125316,0.000609566683785558,0.05821897010240507
origin_RWY_6_HEADING_b,0.007581787117984123,0.0728640677221633,0.10073279338774553,0.09938038771958176,0.09738905106919891,0.08053332157948594,-0.09227421074511498,0.0690330318739542,0.08016965414347747,0.09803577871031299,0.12053335529047436,0.1253318222155999,0.11308286942882803,0.08527473738371283,0.08373719308098558,0.09143944019317637,0.08755856791131265,0.05211203060695575,0.07498754575297241,-0.06529172243226876,-0.031825902198435084,0.06700565106054851,-0.03942872846374013,-0.04797434036754654,0.07585671732947315,0.06961885893696838,0.17474011400527056,0.09987387074140723,-0.19189599602462437,-0.05644816763313369,-0.08386041232785248,0.10073279338774553,0.09938038771958176,0.09738905106919891,0.08053332157948594,-0.09227421074511498,0.0690330318739542,0.08016965414347747,-0.07968325397219765,0.1585840388251634,0.02741320579657951,-0.18803806736237816,0.18949937567985886,0.915697420523249,0.05952306812368594,0.0700741110955693,0.5713418986303368,-0.07995202050276422,0.13667691405517185,0.5994928116295013,-0.016001440807432047,0.09123088379826275,0.8625093527624275,-0.13452929980349787,0.18290836377887482,0.9536529431471046,0.03377872354170708,0.21384376327084156,1.0,0.027479360279820092,0.18949937567985878,0.9156974205232489,0.0757822955700105,0.18949937567985878,0.9156974205232489,0.08649533548570698,0.17298537399279318,-0.1902938802980309,-0.13460080634961297,0.03809095043290317,-0.06390372117499958,-0.15294674623367807,0.029215670927620938,-0.029182761312077744,-0.13113848069190073,-0.015484541819729974,-0.06312479181823348,-0.1741455383103456,0.13091116193466465,-0.005179703562108464,0.019256326747295646,0.029116011229768833,-0.0708549992131578,-0.17340163027956815,0.026910160252507666,-0.06799077470791752,-0.1639411862161211,0.03809095043290317,-0.06390372117499958,-0.1615744960899602,0.03809095043290317,-0.06390372117499958,-0.1623116603766927,0.01674980090979387,-0.0071031732492782195,0.0028243062487626645,-0.004466790112801198,0.03653921445634538,0.03579849053359811,0.00020918316784971004,0.07576432585088722,-0.02243282334231161,-0.0343608815874894,-0.0562373428707957,-0.02592801161680934,-0.10667613335106615,-0.08507383929126265,0.14384599881218615,0.041142786256826304,0.0009912466060288088,-0.08767280313635784,0.14477403493724092,0.006992267927678131,0.02120492329638266,0.02910882440490518,-0.11714165177612812,-0.020102451770114094,0.02172286457803246,0.07928606255481482
origin_RWY_6_LENGTH,0.11640627201793312,0.12826096291106592,0.31075567814010263,0.3131109842799566,0.31785345228046125,0.31412997608937804,0.13569337075361104,0.3295254979971114,0.3009581783601314,0.3101942464621045,0.28583053048782403,0.2790738445286625,0.3113730312319516,0.3227175215962021,0.32602561795235807,0.3217929494291047,0.32947939064423926,0.2713520062453588,0.3282319555102868,-0.2932306191963881,0.13959792455628578,-0.09745635674005013,-0.2576535758236868,-0.2646849043568553,0.32933243319141897,0.3511013741546161,0.2059041539607534,0.19780771312816028,-0.13152706427085567,-0.3424953073389221,0.19484146435315666,0.31075567814010263,0.3131109842799566,0.31785345228046125,0.31412997608937804,0.13569337075361104,0.3295254979971114,0.3009581783601314,0.052691306032766325,0.2194196649958004,-0.10338382475773675,0.13763383505678622,0.14425054886745886,0.08843145325149938,0.7418601090798609,0.2176839597823464,0.1619644677259806,0.37349386457050127,0.5248411777187065,0.35757755783853395,0.5188571600113994,0.09821828084934044,0.06428382385667579,0.4450451556108558,0.19797499476391459,0.10123673123532857,0.9626301628199169,0.24558675280222292,0.027479360279820092,1.0,0.14425054886745892,0.08843145325149938,0.8068349080661524,0.14425054886745892,0.08843145325149938,0.797249404966029,0.2528525666692154,-0.2614493654606129,-0.01904118569998408,0.06718669330295211,-0.09505082413189701,0.042100545919494706,0.062083215309158994,-0.043538825368153185,0.08315237990737023,-0.0046020344474852065,-0.09412277470451356,0.051960089678350335,0.09267468660439554,-0.07734094339901683,0.133436529162018,0.060874720968612184,-0.10352818816608998,0.047142407235721454,0.03448555738091256,-0.09755518083484369,0.013022900946618858,0.06718669330295211,-0.09505082413189701,0.013386217440847734,0.06718669330295211,-0.09505082413189701,0.012174403559684696,-0.016091096834085883,-0.024451016635823067,-0.05712681161567922,-0.04496098743419028,0.09771956575973684,0.09039803409436539,-0.012383981778392264,0.0300121810670807,-0.07237712244229073,-0.07716101135830034,-0.04230467958713424,-0.14283359373498258,-0.13774276776936284,0.2490788085897356,0.25162666801740796,0.03421610197991327,0.010083423470154765,0.23979745535171265,0.2587555810589046,-0.05153218984128729,0.0534400496303271,0.15330615602953063,-0.03500909787543704,-0.04448954122456916,-0.029940580461592797,-0.36808638065209215
origin_RWY_7_HEADING_a,-0.023647449990085518,0.12478021963035188,0.25081893949514833,0.25194182870034104,0.2515888560558478,0.24309340011474814,0.15461943892402666,0.26389956824993505,0.25256642111210836,0.24841558080456563,0.2268016965819411,0.22594390034479286,0.2536395943728391,0.2589414077188339,0.25811272993280454,0.24808227777980166,0.2524480100241911,0.21137741956623252,0.254999052611886,-0.25524359369348737,0.14242857068743844,0.04702861594813018,-0.14545627023043142,-0.1501115659702569,0.25222026862091534,0.2651846416550674,0.18084414135731014,0.1533324903390384,-0.1325982435453056,-0.23827403804347358,0.10265188074406015,0.25081893949514833,0.25194182870034104,0.2515888560558478,0.24309340011474814,0.15461943892402666,0.26389956824993505,0.25256642111210836,0.08180368860549656,0.1491004970011873,0.1731909562039013,0.008989078383864289,1.0,0.09147672607218155,0.3546133968095274,0.7010074241088519,0.23370864128793345,0.2037644809159584,0.7131458047036083,0.2066985415012595,0.12825880464698308,0.8672915831790972,0.050640879125517534,0.0703732711528172,0.9813864012687149,0.1223633044068172,0.22079177219437074,0.9379045377517273,0.18949937567985878,0.14425054886745892,1.0,0.0914767260721815,0.330829111102452,1.0,0.0914767260721815,0.35495148950298583,0.20741983972861958,-0.3404873247697925,0.17261655752557997,0.13144200165511596,0.07440817180840059,0.03633800244392284,0.014931190133917544,-0.004052625420273949,-0.16608017278749423,0.1066421445855369,0.06308413119003786,0.05130730646520399,0.18890029691432683,0.11323501376556953,0.23334721822611085,0.1338910936328632,0.0675758225474553,0.0368992931941804,0.14672489788236773,0.06252653318917774,0.0371339109986409,0.13144200165511596,0.07440817180840059,0.04620661112528827,0.13144200165511596,0.07440817180840059,0.039814220671407045,0.013228529103438634,0.0071496756398495565,-0.03545291061045988,-0.048846090354361306,0.06992413660929217,0.0690766155502896,0.0017272539912861029,0.011772428584466456,-0.06928047024269515,-0.08773022905368391,-0.05751384687368424,-0.0649809091612797,-0.17700657835097688,0.017151215061331833,0.2452343058319487,0.058458974365700606,-0.020692217078604667,0.011822171867901512,0.23292888195890024,-0.01611833902933222,-0.040674766471836,0.05990786381533779,-0.07080512104964769,-0.021659523582200954,0.01783737414009953,0.040094076483218916
origin_RWY_7_HEADING_b,0.016750514932001373,0.036434259992983886,0.041597317919718886,0.04030546593209471,0.041880196331574936,0.01997734381093653,-0.06688136898522998,0.027197525550229907,0.04566505617225675,0.03789604548867666,0.06093396055712578,0.06524178439803162,0.05523002337607789,0.0356286500515826,0.03046230508739364,0.04144566045227262,0.03836307043091267,-0.02818570885064415,0.03099344407751698,-0.0380274617820721,-0.10532126360452504,0.08074676807724453,-0.010721771910389187,-0.010496692730994569,0.03586272096834226,0.034135652320554113,0.09896836569929353,0.040794695300041574,-0.11994632827599552,-0.029665359351121228,-0.11127621588784953,0.041597317919718886,0.04030546593209471,0.041880196331574936,0.01997734381093653,-0.06688136898522998,0.027197525550229907,0.04566505617225675,-0.09709507554375629,0.14035412780758064,-0.014651789088839873,-0.15115242422560501,0.0914767260721815,1.0,0.02996065308992983,0.031011170843824563,0.5945151358729839,-0.11168034488915894,0.11738403569846684,0.6446079876631488,-0.052683026541207406,-0.0005049464482998526,0.9467052236932767,-0.1628801873738863,0.08995500173819512,0.9548650184270039,0.04255869376633616,0.20800516972513636,0.9156974205232489,0.08843145325149938,0.0914767260721815,1.0,0.06304543426101485,0.09147672607218155,1.0,0.019326367366946852,0.14698847492916764,-0.17187080030649363,-0.11539278833303605,0.05320275632497537,-0.055458794241243524,-0.1430587618713126,0.030142961854945968,-0.025242032293502154,-0.10079291118017576,-0.00665105019773519,-0.05319539547940641,-0.17705819097336709,0.13548524353488864,-0.002815033149980516,-8.395979475714273e-05,0.046498034341531165,-0.05965914170971692,-0.16374497654470474,0.04000236702654157,-0.05660980159801758,-0.15856833701404568,0.05320275632497537,-0.055458794241243524,-0.15458471549275202,0.05320275632497537,-0.055458794241243524,-0.15468862197303923,0.007711697846865258,-0.027401654946821074,0.008347414903470091,0.0015610265202026675,0.06056686972099332,0.06616603052792525,0.016635976822559233,0.08111824314555267,-0.03209139555113314,-0.03098010648455604,-0.05689902620193159,-0.016510884278207297,-0.09224039513317601,-0.12278265214674446,0.1435695333165992,0.022488435767674057,-0.0011933392631118338,-0.12248392778904758,0.14294611215584052,0.00894106964330206,0.022730718009526814,0.03836214539071738,-0.12229644286735473,-0.04260100716895916,0.003133280055984511,0.07451224152784068
origin_RWY_7_LENGTH,0.013236623683094723,0.17410992904889633,0.38025924209501705,0.3829281785671629,0.38422740190589505,0.3864921053159893,0.14057115052816513,0.3820815606349398,0.3424646641800758,0.38225807548226187,0.3477467925938,0.34415988904015743,0.37611970528534466,0.3894427470502786,0.39205255967860925,0.3811791799877921,0.3887683679898398,0.36146941379729225,0.38238132877946807,-0.330421263271551,0.22528060768123656,-0.0719528207378791,-0.2655172416379243,-0.28437028327653857,0.3740940162420731,0.3992842554879096,0.27186353984427286,0.24616608976337445,-0.19394805117789263,-0.37117873715270194,0.24625376703621893,0.38025924209501705,0.3829281785671629,0.38422740190589505,0.3864921053159893,0.14057115052816513,0.3820815606349398,0.3424646641800758,0.08617524771529256,0.24532814631073355,0.018335939230899198,0.10121717449360328,0.330829111102452,0.06304543426101485,0.8944738812788426,0.13138441646271062,0.13842189257222803,0.4825233946159216,0.44979980290346666,0.3449116369322501,0.5285257713457184,0.1574157671116384,-0.03252008853297947,0.4161990003294679,0.38433323567592054,0.05814214732840277,0.8922365576177536,0.364915279800747,0.0757822955700105,0.8068349080661524,0.330829111102452,0.06304543426101485,1.0,0.33082911110245206,0.06304543426101487,0.9806050192228745,0.25709390949114824,-0.29863954061847264,-0.08267782273103662,0.09378475453958064,-0.0783830979753488,0.00973439274779928,0.12523416040038948,-0.003184874807580999,0.0814759966352453,0.046493165979916824,-0.06612817206059306,0.011655986518632108,0.14840229978328257,-0.04070418804430512,0.15500485551023374,0.08827366729610442,-0.09053013442379297,0.008825884026116938,0.0680223116753999,-0.08158095380751931,0.0030925610396659465,0.09378475453958064,-0.0783830979753488,-0.009650863183190394,0.09378475453958064,-0.0783830979753488,-0.013845254831573093,-0.023144019250635008,-0.0157034002979726,-0.0515670800335442,-0.04252807180439702,0.0997914786061683,0.08722197801239394,-0.024722353466384635,0.03759361167760776,-0.06725792761642102,-0.05573388878955627,-0.06646538762179503,-0.16144399172744983,-0.2221229200717758,0.2328908538657558,0.29027456183023953,0.05546893826905628,-0.003985230958843571,0.22717868422064658,0.28437675345954005,-0.02639714867549747,0.050468756276981296,0.053325038270695624,-0.052391084849617575,-0.04229605471375737,-0.02595265578559402,-0.09086898178267497
origin_RWY_8_HEADING_a,-0.023647449990085518,0.12478021963035188,0.25081893949514833,0.25194182870034104,0.2515888560558478,0.24309340011474814,0.15461943892402666,0.26389956824993505,0.25256642111210836,0.24841558080456563,0.2268016965819411,0.22594390034479286,0.2536395943728391,0.2589414077188339,0.25811272993280454,0.24808227777980166,0.2524480100241911,0.21137741956623252,0.254999052611886,-0.25524359369348737,0.14242857068743844,0.04702861594813018,-0.14545627023043142,-0.1501115659702569,0.25222026862091534,0.2651846416550674,0.18084414135731014,0.1533324903390384,-0.1325982435453056,-0.23827403804347358,0.10265188074406015,0.25081893949514833,0.25194182870034104,0.2515888560558478,0.24309340011474814,0.15461943892402666,0.26389956824993505,0.25256642111210836,0.08180368860549656,0.1491004970011873,0.1731909562039013,0.008989078383864289,1.0,0.09147672607218155,0.3546133968095274,0.7010074241088519,0.23370864128793345,0.2037644809159584,0.7131458047036083,0.2066985415012595,0.12825880464698308,0.8672915831790972,0.050640879125517534,0.0703732711528172,0.9813864012687149,0.1223633044068172,0.22079177219437074,0.9379045377517273,0.18949937567985878,0.14425054886745892,1.0,0.09147672607218155,0.33082911110245206,1.0,0.0914767260721815,0.35495148950298583,0.20741983972861958,-0.3404873247697925,0.17261655752557997,0.13144200165511596,0.07440817180840059,0.03633800244392284,0.014931190133917544,-0.004052625420273949,-0.16608017278749423,0.1066421445855369,0.06308413119003786,0.05130730646520399,0.18890029691432683,0.11323501376556953,0.23334721822611085,0.1338910936328632,0.0675758225474553,0.0368992931941804,0.14672489788236773,0.06252653318917774,0.0371339109986409,0.13144200165511596,0.07440817180840059,0.04620661112528827,0.13144200165511596,0.07440817180840059,0.039814220671407045,0.013228529103438634,0.0071496756398495565,-0.03545291061045988,-0.048846090354361306,0.06992413660929217,0.0690766155502896,0.0017272539912861029,0.011772428584466456,-0.06928047024269515,-0.08773022905368391,-0.05751384687368424,-0.0649809091612797,-0.17700657835097688,0.017151215061331833,0.2452343058319487,0.058458974365700606,-0.020692217078604667,0.011822171867901512,0.23292888195890024,-0.01611833902933222,-0.040674766471836,0.05990786381533779,-0.07080512104964769,-0.021659523582200954,0.01783737414009953,0.040094076483218916
origin_RWY_8_HEADING_b,0.016750514932001373,0.036434259992983886,0.041597317919718886,0.04030546593209471,0.041880196331574936,0.01997734381093653,-0.06688136898522998,0.027197525550229907,0.04566505617225675,0.03789604548867666,0.06093396055712578,0.06524178439803162,0.05523002337607789,0.0356286500515826,0.03046230508739364,0.04144566045227262,0.03836307043091267,-0.02818570885064415,0.03099344407751698,-0.0380274617820721,-0.10532126360452504,0.08074676807724453,-0.010721771910389187,-0.010496692730994569,0.03586272096834226,0.034135652320554113,0.09896836569929353,0.040794695300041574,-0.11994632827599552,-0.029665359351121228,-0.11127621588784953,0.041597317919718886,0.04030546593209471,0.041880196331574936,0.01997734381093653,-0.06688136898522998,0.027197525550229907,0.04566505617225675,-0.09709507554375629,0.14035412780758064,-0.014651789088839873,-0.15115242422560501,0.0914767260721815,1.0,0.02996065308992983,0.031011170843824563,0.5945151358729839,-0.11168034488915894,0.11738403569846684,0.6446079876631488,-0.052683026541207406,-0.0005049464482998526,0.9467052236932767,-0.1628801873738863,0.08995500173819512,0.9548650184270039,0.04255869376633616,0.20800516972513636,0.9156974205232489,0.08843145325149938,0.0914767260721815,1.0,0.06304543426101487,0.0914767260721815,1.0,0.019326367366946852,0.14698847492916764,-0.17187080030649363,-0.11539278833303605,0.05320275632497537,-0.055458794241243524,-0.1430587618713126,0.030142961854945968,-0.025242032293502154,-0.10079291118017576,-0.00665105019773519,-0.05319539547940641,-0.17705819097336709,0.13548524353488864,-0.002815033149980516,-8.395979475714273e-05,0.046498034341531165,-0.05965914170971692,-0.16374497654470474,0.04000236702654157,-0.05660980159801758,-0.15856833701404568,0.05320275632497537,-0.055458794241243524,-0.15458471549275202,0.05320275632497537,-0.055458794241243524,-0.15468862197303923,0.007711697846865258,-0.027401654946821074,0.008347414903470091,0.0015610265202026675,0.06056686972099332,0.06616603052792525,0.016635976822559233,0.08111824314555267,-0.03209139555113314,-0.03098010648455604,-0.05689902620193159,-0.016510884278207297,-0.09224039513317601,-0.12278265214674446,0.1435695333165992,0.022488435767674057,-0.0011933392631118338,-0.12248392778904758,0.14294611215584052,0.00894106964330206,0.022730718009526814,0.03836214539071738,-0.12229644286735473,-0.04260100716895916,0.003133280055984511,0.07451224152784068
