idx,flight_id,start,end,fuel_kg,flight_date,aircraft_type,takeoff,landed,origin_icao,origin_name,destination_icao,destination_name,ICAO_TYPE_CODE,aircraft,mtow,mlw,oew,mfc,vmo,mmo,ceiling,pax_max,pax_low,pax_high,fuselage_length,fuselage_height,fuselage_width,wing_area,wing_span,wing_mac,wing_sweep,wing_t/c,flaps_type,flaps_area,flaps_bf/b,flaps_lambda_f,flaps_cf/c,flaps_Sf/S,cruise_height,cruise_mach,cruise_range,engine_mount,engine_number,engine_default,engine_options_A320-271N,engine_options_A320-272N,engine_options_A320-273N,engine_options_A320-251N,engine_options_A320-252N,engine_options_A320-253N,drag_cd0,drag_k,drag_e,drag_gears,fuel_aircraft,fuel_engine,fuel_fuel_coef,limits_MTOW,limits_MLW,limits_OEW,limits_MFC,limits_VMO,limits_MMO,limits_ceiling,engine_options_A321-271N,engine_options_A321-272N,engine_options_A321-251N,engine_options_A321-252N,engine_options_A321-253N,engine_options_A318-111,engine_options_A318-112,engine_options_A318-121,engine_options_A318-122,engine_options_A319-111,engine_options_A319-112,engine_options_A319-113,engine_options_A319-114,engine_options_A319-115,engine_options_A319-131,engine_options_A319-132,engine_options_A319-133,engine_options_A320-111,engine_options_A320-211,engine_options_A320-212,engine_options_A320-214,engine_options_A320-215,engine_options_A320-216,engine_options_A320-231,engine_options_A320-232,engine_options_A320-233,engine_options_A321-111,engine_options_A321-112,engine_options_A321-131,engine_options_A321-211,engine_options_A321-212,engine_options_A321-213,engine_options_A321-231,engine_options_A321-232,engine_options_A330-201,engine_options_A330-202,engine_options_A330-203,engine_options_A330-223,engine_options_A330-223F,engine_options_A330-243,engine_options_A330-301,engine_options_A330-302,engine_options_A330-303,engine_options_A330-321,engine_options_A330-322,engine_options_A330-323,engine_options_A330-341,engine_options_A330-342,engine_options_A330-343,engine_options_A350-941,engine_options_A380-841,engine_options_A380-842,engine_options_A380-861,engine_options,clean_cd0,clean_k,clean_e,clean_gears,eng_turbofan,segment_duration_s,segment_distance_km,mean_dist_to_origin_km,mean_dist_to_dest_km,takeoff_fraction,climb_fraction,cruise_fraction,descent_fraction,approach_fraction,dominant_phase
87820,prc788199776,2025-06-21 12:41:22.761,2025-06-21 12:46:22.744,218.0,2025-06-21,A320,2025-06-21 09:52:42,2025-06-21 15:07:23,KJFK,New York John F. Kennedy International Airport,SKCL,Cali Alfonso Bonilla Aragon International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,5000.0,wing,2.0,CFM56-5B4,,,,,,,0.018,0.039,0.799,0.017,,CFM56-5B4/P,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,CFM56-5-A1,CFM56-5-A1,CFM56-5A3,CFM56-5B4,CFM56-5B5,CFM56-5B6,V2500-A1,V2527-A5,V2527E-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,299.983,70.40033543730723,2293.677573985223,1885.2634855932163,0.0,0.0,1.0,0.0,0.0,Cruise
116552,prc796869205,2025-07-25 15:23:42.689,2025-07-25 15:29:52.697,163.0,2025-07-25,A320,2025-07-25 12:22:21,2025-07-25 15:45:52,SKRG,Medellin Jose Maria Cordova International Airport,KMCO,Orlando International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,5000.0,wing,2.0,CFM56-5B4,,,,,,,0.018,0.039,0.799,0.017,,CFM56-5B4/P,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,CFM56-5-A1,CFM56-5-A1,CFM56-5A3,CFM56-5B4,CFM56-5B5,CFM56-5B6,V2500-A1,V2527-A5,V2527E-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,370.008,71.69136235054683,2462.3657640901642,90.75939206055062,0.0,0.0,0.16296296296296298,0.837037037037037,0.0,Descent
105503,prc793512436,2025-07-12 15:49:56.481,2025-07-12 15:53:57.082,339.286816,2025-07-12,A359,2025-07-12 09:19:54,2025-07-12 21:11:10,NZAA,Auckland Airport,ZSPD,Shanghai Pudong International Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,240.601,61.728223334522,5285.486535625473,4216.553515457625,0.0,0.0,1.0,0.0,0.0,Cruise
2937,prc771180356,2025-04-14 12:21:32.480,2025-04-14 12:31:45.457,900.0,2025-04-14,B788,2025-04-14 08:08:58,2025-04-14 17:48:32,LEMD,Madrid Barajas Airport,SKBO,Bogota El Dorado International Airport,B788,Boeing 787-8,228000.0,172000.0,119000.0,126200.0,515.0,0.9,13100.0,380.0,220.0,250.0,56.72,5.94,5.77,377.0,60.12,6.27,32.2,0.094,single-slotted,40.58450000000004,0.6841600000000007,0.9,0.15,0.15,11000.0,0.85,14800.0,wing,2.0,Trent 1000-E2,,,,,,,0.017,0.041,0.819,0.013,,,5.1610875879,228000.0,172000.0,119000.0,126200.0,515.0,0.9,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""GEnx-1B70"", ""GEnx-1B67"", ""GEnx-1B64"", ""Trent 1000-E2"", ""Trent 1000-C2"", ""Trent 1000-A2""]",0.02,0.0419999999999999,0.7969999999999985,0.018,1.0,612.977,153.33644209567325,3557.2446660873848,4485.793012570992,0.0,0.0,1.0,0.0,0.0,Cruise
24605,prc774605201,2025-04-28 07:28:16.644,2025-04-28 07:33:16.720,200.0,2025-04-28,A320,2025-04-28 06:37:23,2025-04-28 10:04:29,KOAK,Oakland International Airport,MMGL,Guadalajara International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,5000.0,wing,2.0,CFM56-5B4,,,,,,,0.018,0.039,0.799,0.017,,CFM56-5B4/P,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,CFM56-5-A1,CFM56-5-A1,CFM56-5A3,CFM56-5B4,CFM56-5B5,CFM56-5B6,V2500-A1,V2527-A5,V2527E-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,300.076,68.93478791979962,676.1339461294183,1973.059790060102,0.0,0.0,1.0,0.0,0.0,Cruise
127578,prc800792089,2025-08-09 16:49:55.686,2025-08-09 16:55:00.657,45.3592,2025-08-09,A20N,2025-08-09 13:02:41,2025-08-09 17:46:04,MSLP,San Salvador International Airport,KLAX,Los Angeles International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,304.971,,3126.2889202204183,608.1680911805079,0.0,0.0,1.0,0.0,0.0,Cruise
83143,prc786726442,2025-06-16 04:06:07.208,2025-06-16 05:02:18.909,5123.775232,2025-06-15,A359,2025-06-15 17:07:01,2025-06-16 05:43:11,ZSPD,Shanghai Pudong International Airport,LEMD,Madrid Barajas Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,3371.701,864.3774094564404,9455.463642019486,851.1879571720268,0.0,0.000449707690001499,0.9995502923099985,0.0,0.0,Cruise
82623,prc786610530,2025-06-15 07:31:11.498,2025-06-15 07:36:11.560,200.0,2025-06-15,A320,2025-06-15 06:04:44,2025-06-15 09:29:30,MMLO,Silao Del Bajio International Airport,KORD,Chicago O'Hare International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,5000.0,wing,2.0,CFM56-5B4,,,,,,,0.018,0.039,0.799,0.017,,CFM56-5B4/P,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,CFM56-5-A1,CFM56-5-A1,CFM56-5A3,CFM56-5B4,CFM56-5B5,CFM56-5B6,V2500-A1,V2527-A5,V2527E-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,300.062,70.81678376582036,1147.4999782285454,1526.889262984983,0.0,0.0,1.0,0.0,0.0,Cruise
100402,prc792097714,2025-07-07 03:39:33.778,2025-07-07 03:41:31.547,8.164656,2025-07-06,A20N,2025-07-06 21:18:01,2025-07-07 04:00:13,SEGU,Guayaquil International Airport,KJFK,New York John F. Kennedy International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,117.769,24.634951739568464,4699.331219167443,100.1400431541338,0.0,0.0,0.06329113924050633,0.9367088607594937,0.0,Descent
48510,prc778858570,2025-05-15 15:10:52.061,2025-05-15 15:20:52.774,1100.0,2025-05-15,A359,2025-05-15 10:59:25,2025-05-15 21:00:30,NFFN,Nadi International Airport,KSFO,San Francisco International Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,600.713,157.11018072283917,3905.999080805172,4914.9146527981475,0.0,0.0,1.0,0.0,0.0,Cruise
66614,prc782884946,2025-05-31 20:00:28.040,2025-05-31 20:04:28.029,200.034072,2025-05-31,B789,2025-05-31 13:07:26,2025-05-31 22:55:37,ZSPD,Shanghai Pudong International Airport,YMML,Melbourne Airport,B789,Boeing 787-9,254000.0,193000.0,128000.0,126400.0,515.0,0.9,13100.0,420.0,260.0,290.0,62.81,5.94,5.77,377.0,60.12,6.27,32.2,0.094,single-slotted,23.054240740740678,0.7597639681818493,0.9,0.15,0.15,11000.0,0.85,14000.0,wing,2.0,Trent 1000-K2,,,,,,,0.022,0.042,0.783,0.014,,,3.0298933656539075,254000.0,193000.0,128000.0,126400.0,515.0,0.9,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""GEnx-1B75"", ""GEnx-1B74"", ""Trent 1000-K2"", ""Trent 1000-J2"", ""Trent 1000-A2""]",0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,239.989,62.39285936773703,5773.400429142253,2424.6274578829675,0.0,0.0,1.0,0.0,0.0,Cruise
130714,prc801656431,2025-08-12 21:48:21.124,2025-08-12 21:50:21.317,45.3592,2025-08-12,B738,2025-08-12 19:50:47,2025-08-12 22:24:09,RPLC,Angeles City Clark International Airport,ZSYW,Yiwu Airport,B738,Boeing 737-800,79000.0,66300.0,41400.0,26000.0,340.0,0.82,12500.0,189.0,162.0,189.0,39.47,3.73,3.73,124.6,34.32,4.17,25.0,0.1072799999999997,double-slotted,21.330173226772125,0.6,0.9,0.15,0.15,11000.0,0.789,3700.0,wing,2.0,CFM56-7B26,,,,,,,0.019,0.042,0.799,0.017,,CFM56-7B26E,2.68531655,79000.0,66300.0,41400.0,26000.0,340.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""CFM56-7B24"", ""CFM56-7B26"", ""CFM56-7B27""]",0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,120.193,26.808126691978188,1261.3469764912356,319.25579778249516,0.0,0.0,1.0,0.0,0.0,Cruise
47375,prc778616065,2025-05-14 13:09:54.934,2025-05-14 13:14:52.937,90.7184,2025-05-14,A20N,2025-05-14 11:58:35,2025-05-14 15:54:40,MSLP,San Salvador International Airport,KIAD,Washington Dulles International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,298.003,65.07177214416498,976.9602694876414,2085.555994128633,0.0,0.0,1.0,0.0,0.0,Cruise
103507,prc792944117,2025-07-10 06:34:35.251,2025-07-10 06:39:34.786,90.7184,2025-07-10,A20N,2025-07-10 05:08:44,2025-07-10 08:51:30,MMQT,Queretaro International Airport,KORD,Chicago O'Hare International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,299.535,68.78416975767234,1096.7313842839303,1641.3621623805311,0.0,0.0,0.6672240802675585,0.33277591973244147,0.0,Cruise
72051,prc784262858,2025-06-06 03:57:32.310,2025-06-06 04:02:32.096,45.3592,2025-06-05,A20N,2025-06-05 23:16:13,2025-06-06 04:10:18,MGGT,Guatemala City La Aurora International Airport,KLAX,Los Angeles International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,299.786,36.04900374105492,3492.136057157483,40.18465314351421,0.0,0.0,0.5409015025041736,0.005008347245409015,0.4540901502504174,Cruise
24990,prc774639725,2025-04-28 10:21:03.390,2025-04-28 10:23:21.446,45.3592,2025-04-28,A320,2025-04-28 10:26:23,2025-04-28 13:19:01,KBOS,Boston Logan International Airport,KRSW,Southwest Florida International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,5000.0,wing,2.0,CFM56-5B4,,,,,,,0.018,0.039,0.799,0.017,,CFM56-5B4/P,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,CFM56-5-A1,CFM56-5-A1,CFM56-5A3,CFM56-5B4,CFM56-5B5,CFM56-5B6,V2500-A1,V2527-A5,V2527E-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,,,,,,,,,,Unknown
47180,prc778571622,2025-05-14 12:48:14.854,2025-05-14 12:58:19.743,362.8736,2025-05-14,B788,2025-05-14 08:00:29,2025-05-14 17:44:56,LEMD,Madrid Barajas Airport,SKBO,Bogota El Dorado International Airport,B788,Boeing 787-8,228000.0,172000.0,119000.0,126200.0,515.0,0.9,13100.0,380.0,220.0,250.0,56.72,5.94,5.77,377.0,60.12,6.27,32.2,0.094,single-slotted,40.58450000000004,0.6841600000000007,0.9,0.15,0.15,11000.0,0.85,14800.0,wing,2.0,Trent 1000-E2,,,,,,,0.017,0.041,0.819,0.013,,,5.1610875879,228000.0,172000.0,119000.0,126200.0,515.0,0.9,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""GEnx-1B70"", ""GEnx-1B67"", ""GEnx-1B64"", ""Trent 1000-E2"", ""Trent 1000-C2"", ""Trent 1000-A2""]",0.02,0.0419999999999999,0.7969999999999985,0.018,1.0,604.889,146.1719189808088,3851.141995393469,4185.854133669514,0.0,0.0,1.0,0.0,0.0,Cruise
42641,prc777711503,2025-05-10 21:04:28.557,2025-05-10 21:12:30.015,722.118464,2025-05-10,A359,2025-05-10 16:30:55,2025-05-11 02:02:19,ZSPD,Shanghai Pudong International Airport,YSSY,Sydney Kingsford Smith Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,481.458,117.37310949031352,3670.111928880293,4340.117882405122,0.0,0.0,1.0,0.0,0.0,Cruise
23322,prc774471440,2025-04-27 18:42:36.616,2025-04-27 18:47:36.777,200.0,2025-04-27,A320,2025-04-27 16:16:15,2025-04-27 20:09:26,MMMM,Morelia International Airport,KOAK,Oakland International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,5000.0,wing,2.0,CFM56-5B4,,,,,,,0.018,0.039,0.799,0.017,,CFM56-5B4/P,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,CFM56-5-A1,CFM56-5-A1,CFM56-5A3,CFM56-5B4,CFM56-5B5,CFM56-5B6,V2500-A1,V2527-A5,V2527E-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,300.161,63.01567973216413,1904.8839515527961,948.5336425325871,0.0,0.0,1.0,0.0,0.0,Cruise
81038,prc786193532,2025-06-13 17:34:29.058,2025-06-13 17:46:29.608,1142.144656,2025-06-13,A359,2025-06-13 12:46:47,2025-06-13 22:35:54,ZSPD,Shanghai Pudong International Airport,YSSY,Sydney Kingsford Smith Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,720.55,181.12272224222505,3812.6259790385066,4180.978151403329,0.0,0.0,1.0,0.0,0.0,Cruise
58779,prc780609124,2025-05-22 16:39:06.823,2025-05-22 16:43:07.880,231.785512,2025-05-22,A359,2025-05-22 12:33:47,2025-05-22 22:29:33,ZSPD,Shanghai Pudong International Airport,YSSY,Sydney Kingsford Smith Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,241.057,59.79802840606089,3199.677532128593,4815.093477429886,0.0,0.0,1.0,0.0,0.0,Cruise
29885,prc775443511,2025-05-01 15:01:11.363,2025-05-01 15:06:18.402,100.0,2025-05-01,A20N,2025-05-01 12:33:25,2025-05-01 15:39:31,MMGL,Guadalajara International Airport,KDEN,Denver International Airport,A20N,Airbus A320neo,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,194.0,150.0,180.0,37.57,4.14,3.95,124.0,35.8,4.29,25.0,0.1091999999999997,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,6300.0,wing,2.0,PW1127G-JM,PW1127G-JM,PW1124G1-JM,PW1129G-JM,LEAP-1A26,LEAP-1A24,LEAP-1A29,0.017,0.038,0.807,0.017,Airbus A320,CFM56-5B4/P,2.65942225,79000.0,66000.0,44300.0,29700.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,307.039,,1860.3862160559136,365.35675359556166,0.0,0.0,1.0,0.0,0.0,Cruise
78328,prc785356658,2025-06-10 18:46:28.751,2025-06-10 18:50:29.245,394.171448,2025-06-10,A359,2025-06-10 12:36:27,2025-06-10 22:30:00,ZSPD,Shanghai Pudong International Airport,YSSY,Sydney Kingsford Smith Airport,A359,Airbus A350-900,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,440.0,300.0,350.0,66.8,6.09,5.96,442.0,64.75,6.01357999999999,31.9,0.09672,double-slotted,26.85375000000005,0.7380026646464303,0.9,0.15,0.15,11000.0,0.85,15000.0,wing,2.0,Trent XWB-84,,,,,,,0.022,0.043,0.783,0.013,,,3.086355339673145,280000.0,205000.0,142400.0,140795.0,340.0,0.89,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trent XWB-84,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,240.494,60.05538265137041,4811.117089997081,3086.098025390204,0.0,0.0,1.0,0.0,0.0,Cruise
47944,prc778786458,2025-05-15 05:00:04.348,2025-05-15 05:03:48.210,163.0,2025-05-15,A320,2025-05-15 02:27:51,2025-05-15 06:32:31,MSLP,San Salvador International Airport,KIAD,Washington Dulles International Airport,A320,Airbus A320,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,180.0,140.0,170.0,37.57,4.14,3.95,124.0,35.8,4.1935,25.0,0.1088799999999998,single-slotted,21.1,0.78,0.9,0.176,0.17,11000.0,0.78,5000.0,wing,2.0,CFM56-5B4,,,,,,,0.018,0.039,0.799,0.017,,CFM56-5B4/P,2.65942225,78000.0,66000.0,42600.0,24210.0,350.0,0.82,12500.0,,,,,,,,,,,,,,,,,,CFM56-5-A1,CFM56-5-A1,CFM56-5A3,CFM56-5B4,CFM56-5B5,CFM56-5B6,V2500-A1,V2527-A5,V2527E-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0419999999999999,0.7969999999999984,0.018,1.0,223.862,55.727832878808215,1990.9434230130964,1066.6377227187277,0.0,0.0,1.0,0.0,0.0,Cruise
